speed,steering angle,gps quality,lat,lon,altitude,roll,pitch,yaw,image name,timestamp
0.0392156877,0.0000000000,4,50.8680558333,-0.0982591667,69.3000000000,6.4375000000,-4.0625000000,0.0000000000,image0.jpg,63.0223960000
0.0392156877,0.0000000000,4,50.8680558333,-0.0982591667,69.3000000000,6.4375000000,-4.0625000000,0.0000000000,image1.jpg,128.0913540000
0.0078431377,0.0000000000,4,50.8680560000,-0.0982591667,69.3000000000,6.5000000000,-4.0625000000,0.0000000000,image3.jpg,255.3566670000
0.0549019612,0.0000000000,4,50.8680560000,-0.0982591667,69.3000000000,6.4375000000,-4.0625000000,0.0000000000,image5.jpg,393.8100000000
0.0470588244,1.0000000000,4,50.8680560000,-0.0982591667,69.3000000000,6.4375000000,-4.0625000000,0.0000000000,image6.jpg,459.1023440000
-0.0078431377,0.0000000000,4,50.8680558333,-0.0982593333,69.3000000000,6.4375000000,-4.0625000000,0.0000000000,image7.jpg,525.8882290000
0.0549019612,2.0000000000,4,50.8680556667,-0.0982593333,69.3000000000,6.4375000000,-4.0625000000,0.0000000000,image9.jpg,657.5866670000
0.0705882385,2.0000000000,4,50.8680556667,-0.0982593333,69.3000000000,6.4375000000,-4.0625000000,0.0000000000,image11.jpg,793.6143230000
0.0705882385,2.0000000000,4,50.8680556667,-0.0982593333,69.2000000000,6.4375000000,-4.0625000000,0.0000000000,image12.jpg,858.5466670000
0.0156862754,3.0000000000,4,50.8680556667,-0.0982593333,69.2000000000,6.4375000000,-4.0625000000,0.0000000000,image14.jpg,992.7271870000
0.0862745121,3.0000000000,4,50.8680556667,-0.0982593333,69.2000000000,6.4375000000,-4.0625000000,0.0000000000,image15.jpg,1057.9607290000
0.1568627506,4.0000000000,4,50.8680556667,-0.0982593333,69.2000000000,6.5000000000,-4.0625000000,0.0625000000,image17.jpg,1193.1320830000
0.0862745121,5.0000000000,4,50.8680558333,-0.0982593333,69.2000000000,6.4375000000,-4.0625000000,0.0000000000,image18.jpg,1259.4564580000
0.2117647082,7.0000000000,4,50.8680556667,-0.0982593333,69.2000000000,6.4375000000,-4.0625000000,0.0000000000,image20.jpg,1393.3401560000
0.1333333403,8.0000000000,4,50.8680558333,-0.0982593333,69.2000000000,6.4375000000,-4.0000000000,0.0625000000,image21.jpg,1456.9802600000
0.2274509817,9.0000000000,4,50.8680558333,-0.0982593333,69.3000000000,6.4375000000,-4.0625000000,0.0000000000,image23.jpg,1593.1931250000
0.2745098174,9.0000000000,4,50.8680558333,-0.0982593333,69.3000000000,6.4375000000,-4.0625000000,0.1250000000,image24.jpg,1662.8094270000
0.1960784346,11.0000000000,4,50.8680558333,-0.0982593333,69.3000000000,6.4375000000,-4.0000000000,0.1875000000,image25.jpg,1730.4130720000
0.3607843220,10.0000000000,4,50.8680558333,-0.0982593333,69.3000000000,6.3125000000,-4.1250000000,0.2500000000,image27.jpg,1862.9671870000
