gps quality,lat,lon,altitude,roll,pitch,yaw,image name,timestamp
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image0.jpg,2.0546870000
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image1.jpg,201.5843750000
4,50.8651121667,-0.0919471667,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image2.jpg,402.4592190000
4,50.8651121667,-0.0919471667,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image3.jpg,602.9114580000
4,50.8651121667,-0.0919471667,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image4.jpg,802.9356250000
4,50.8651121667,-0.0919471667,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image5.jpg,1003.0574470000
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image6.jpg,1202.0469790000
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image7.jpg,1402.0558850000
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image8.jpg,1602.3172390000
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image9.jpg,1803.2243220000
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image10.jpg,2003.4506760000
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image11.jpg,2203.5063010000
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image12.jpg,2403.2911970000
4,50.8651121667,-0.0919470000,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image13.jpg,2602.5463010000
4,50.8651121667,-0.0919471667,71.8000000000,3.8750000000,-6.5625000000,359.9375000000,image14.jpg,2802.5918740000
