Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],GPS quality
11460.121818,704051557584.9015,5638923553620.511,87000000.0,13.0,-2.0,9.0,0.6039215922,12.0, 5.0
11520.903693,,,,13.8125,-2.5,9.25,0.6039215922,12.0, 
11592.082183,704051595673.7079,5638923480887.813,87000000.0,14.875,-2.1875,8.3125,0.6039215922,12.0, 2.0
11654.448954,704051597857.8154,5638923425301.661,87000000.0,15.5625,-2.25,8.6875,0.6039215922,14.0, 5.0
11723.190985,,,,16.125,-2.1875,9.125,0.5176470876,10.0, 
11789.454787,704051613223.5492,5638923333118.796,87000000.0,17.0,-2.0,9.4375,0.6039215922,4.0, 2.0
11856.508016,704051652768.4299,5638923223328.662,87100000.0,17.625,-2.0,9.5625,0.6196078658,1.0, 2.0
11922.385881,,,,17.8125,-2.3125,9.5625,0.6196078658,1.0, 
11990.35911,704051667406.129,5638923149674.516,87000000.0,17.5625,-2.5625,9.5625,0.5490196347,0.0, 2.0
12058.224683,704051682771.8643,5638923057491.655,87100000.0,17.5,-2.25,9.875,0.6039215922,0.0, 2.0
12121.786922,,,,16.25,-2.6875,9.875,0.6039215922,1.0, 
12191.790047,704051698137.6002,5638922965308.787,87100000.0,16.0625,-2.3125,10.625,0.5490196347,0.0, 2.0
12259.154683,704051724500.8564,5638922892115.368,87100000.0,15.6875,-2.3125,10.625,0.6039215922,0.0, 2.0
12322.071662,,,,15.5,-2.625,10.5625,0.6039215922,0.0, 
12392.813016,704051740594.629,5638922781403.786,87100000.0,15.5625,-3.8125,10.375,0.6039215922,2.0, 2.0
12457.336662,704051777227.3704,5638922745728.524,87100000.0,15.0,-2.75,12.25,0.5725490451,1.0, 2.0
12522.912078,,,,14.1875,-3.4375,11.625,0.6196078658,1.0, 
12590.554266,704051804318.6648,5638922654006.384,87100000.0,13.6875,-3.5625,11.4375,0.6196078658,7.0, 2.0
12660.810985,704051843863.5533,5638922544216.251,87100000.0,13.5,-3.5625,11.5,0.6274510026,7.0, 5.0
12723.262391,,,,13.5,-3.4375,11.3125,0.6196078658,9.0, 
12788.832182,704051860685.3655,5638922414975.953,87200000.0,14.4375,-3.5625,11.8125,0.6274510026,11.0, 5.0
12860.804995,704051873866.9956,5638922378379.243,87200000.0,14.5,-3.0,12.25,0.6196078658,13.0, 2.0
12923.300412,,,,15.6875,-2.625,12.1875,0.5725490451,11.0, 
12989.918224,704051900958.2928,5638922286657.105,87200000.0,16.375,-2.875,12.1875,0.6274510026,10.0, 2.0
13060.050151,704051917780.1067,5638922157416.809,87200000.0,18.0,-2.5,11.6875,0.6352941394,9.0, 2.0
13123.952026,,,,19.125,-2.8125,11.6875,0.6431372762,7.0, 
13191.113276,704051944143.3708,5638922084223.386,87200000.0,20.1875,-2.0,11.1875,0.5960784554,5.0, 2.0
13258.017911,704051948511.591,5638921973051.081,87200000.0,20.8125,-1.8125,11.375,0.6588235497,3.0, 2.0
13325.253224,,,,21.125,-2.125,11.5,0.6588235497,3.0, 
13389.888484,704051938970.141,5638921917004.203,87200000.0,20.625,-2.3125,10.9375,0.6039215922,3.0, 2.0
13458.530568,704051956519.9945,5638921769235.188,87200000.0,20.4375,-2.1875,10.9375,0.6588235497,3.0, 2.0
13528.57213,,,,19.8125,-2.375,10.25,0.6588235497,3.0, 
13590.914318,704051982883.2585,5638921696041.766,87300000.0,20.0,-2.75,10.5625,0.6745098233,4.0, 2.0
13658.300984,704051988707.5526,5638921547812.026,87300000.0,19.6875,-2.375,10.625,0.5725490451,1.0, 5.0
13728.115411,,,,19.875,-2.5625,10.625,0.6588235497,0.0, 
13790.375411,704052018711.002,5638921381975.018,87300000.0,19.4375,-2.6875,10.875,0.650980413,0.0, 5.0
13861.53812,704052056799.8278,5638921309242.323,87300000.0,18.5625,-2.4375,9.75,0.6588235497,0.0, 5.0
13928.639057,,,,18.375,-2.6875,10.25,0.6588235497,1.0, 
13989.958849,704052038444.9667,5638921178619.85,87300000.0,17.4375,-2.0625,9.875,0.6588235497,0.0, 5.0
14059.517182,704052053810.7108,5638921086436.988,87300000.0,17.0625,-2.0,10.125,0.6666666865,0.0, 2.0
14125.23864,,,,17.0,-2.25,10.8125,0.6039215922,1.0, 
14190.904265,704052092627.576,5638920995175.574,87300000.0,16.3125,-2.625,10.125,0.6980392337,0.0, 2.0
14260.539005,704052120446.9188,5638920884924.72,87300000.0,16.25,-2.375,10.0625,0.6901960969,0.0, 2.0
14325.245619,,,,16.1875,-2.125,10.375,0.6745098233,0.0, 
14391.304265,704052113089.5804,5638920773291.6875,87300000.0,16.3125,-2.0,10.6875,0.5882353187,3.0, 2.0
14462.905567,704052140180.8873,5638920681569.553,87300000.0,15.5625,-2.25,10.3125,0.6745098233,5.0, 2.0
14526.758692,,,,15.25,-2.0,10.1875,0.6745098233,5.0, 
14593.389942,704052157002.7083,5638920552329.255,87300000.0,15.1875,-2.5,10.125,0.6666666865,5.0, 2.0
14657.157338,704052184094.0167,5638920460607.117,87300000.0,15.5,-2.8125,11.0,0.7450980544,4.0, 2.0
14726.884682,,,,15.5,-2.625,11.0,0.7921568751,2.0, 
14793.807859,704052200187.8015,5638920349895.536,87300000.0,16.0,-2.875,10.875,0.8000000119,1.0, 2.0
14857.448171,704052240460.748,5638920221576.689,87300000.0,16.375,-2.75,11.125,0.7843137383,0.0, 2.0
14928.566348,,,,16.375,-2.5625,11.1875,0.8156862855,0.0, 
14992.870098,704052299816.5961,5638920205351.598,87300000.0,15.9375,-2.6875,11.1875,0.8549019694,0.0, 2.0
15064.183536,704052282917.8087,5638920037671.691,87200000.0,15.75,-2.75,11.5,0.870588243,0.0, 2.0
15127.506609,,,,15.0,-2.9375,11.4375,0.9098039269,0.0, 
15195.335775,704052311465.1963,5638919908892.118,87200000.0,14.25,-3.0625,11.25,0.8862745166,0.0, 2.0
15258.421192,704052350282.0726,5638919817630.709,87200000.0,13.625,-3.3125,11.5,0.9254902005,0.0, 2.0
15326.990879,,,,13.1875,-3.125,11.3125,0.9019607902,2.0, 
