Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],Filename,GPS quality,UTM zone
125.3369800000,704051.3992864375,5638920.7081300840,93900.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,1.0000000000,image0.jpg,5,30U
184.4294800000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,0.0313725509,0.0000000000,image1.jpg,nan,nan
252.9458860000,704051.4396363697,5638920.8767314348,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0313725509,1.0000000000,image2.jpg,5,30U
314.2227610000,704051.4389083351,5638920.8952601505,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,-0.0156862754,0.0000000000,image3.jpg,5,30U
384.2484380000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,0.0470588244,0.0000000000,image4.jpg,nan,nan
449.6088020000,704051.4381803004,5638920.9137888690,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0470588244,0.0000000000,image5.jpg,5,30U
513.4943750000,704051.4389083351,5638920.8952601505,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0470588244,0.0000000000,image6.jpg,5,30U
579.9027090000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,-0.0078431377,1.0000000000,image7.jpg,nan,nan
651.7020310000,704051.4381803004,5638920.9137888690,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0313725509,0.0000000000,image8.jpg,5,30U
714.9917710000,704051.4381803004,5638920.9137888690,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0313725509,0.0000000000,image9.jpg,5,30U
783.7335940000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,-0.0549019612,0.0000000000,image10.jpg,nan,nan
844.8395830000,704051.4381803004,5638920.9137888690,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0313725509,1.0000000000,image11.jpg,5,30U
913.3277080000,704051.4374522658,5638920.9323175866,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0313725509,0.0000000000,image12.jpg,5,30U
980.6179170000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,0.0470588244,0.0000000000,image13.jpg,nan,nan
1057.4393750000,704051.4381803004,5638920.9137888690,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,-0.0392156877,1.0000000000,image14.jpg,5,30U
1114.4982810000,704051.4374522658,5638920.9323175866,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0470588244,0.0000000000,image15.jpg,5,30U
1179.7460420000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,0.0313725509,0.0000000000,image16.jpg,nan,nan
1249.7028120000,704051.4374522658,5638920.9323175866,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,0.0000000000,image17.jpg,5,30U
1313.1921350000,704051.4367242312,5638920.9508463023,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,1.0000000000,image18.jpg,5,30U
1381.3852080000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,0.0000000000,image19.jpg,nan,nan
1449.9395310000,704051.4374522658,5638920.9323175866,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,0.0000000000,image20.jpg,5,30U
1517.9468750000,704051.4367242312,5638920.9508463023,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0156862754,0.0000000000,image21.jpg,5,30U
1581.8600000000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,0.0549019612,0.0000000000,image22.jpg,nan,nan
1648.9493750000,704051.4367242312,5638920.9508463023,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,0.0000000000,image23.jpg,5,30U
1718.2531770000,704051.4367242312,5638920.9508463023,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,0.0000000000,image24.jpg,5,30U
1779.9516140000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,0.0000000000,1.0000000000,image25.jpg,nan,nan
1850.6219790000,704051.4359961966,5638920.9693750218,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,0.0000000000,image26.jpg,5,30U
1918.5314580000,704051.4367242312,5638920.9508463023,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,0.0000000000,image27.jpg,5,30U
1979.1871350000,nan,nan,nan,359.8750000000,-6.6875000000,2.5000000000,0.0392156877,0.0000000000,image28.jpg,nan,nan
2049.1930210000,704051.4367242312,5638920.9508463023,94000.0000000000,359.8750000000,-6.6875000000,2.5000000000,0.0549019612,1.0000000000,image29.jpg,5,30U
