gps quality,lat,lon,altitude,roll,pitch,yaw,image name,timestamp
4,50.8651123333,-0.0919476667,71.8000000000,2.4375000000,-6.4375000000,359.9375000000,image0.jpg,3.6674480000
4,50.8651123333,-0.0919475000,71.8000000000,2.4375000000,-6.4375000000,359.9375000000,image1.jpg,202.6868230000
4,50.8651123333,-0.0919475000,71.8000000000,2.4375000000,-6.3750000000,359.9375000000,image2.jpg,402.8209380000
4,50.8651123333,-0.0919475000,71.8000000000,3.1250000000,-6.3750000000,359.8750000000,image3.jpg,602.6908850000
4,50.8651120000,-0.0919470000,71.8000000000,3.1875000000,-6.1250000000,359.2500000000,image4.jpg,801.8296350000
4,50.8651116667,-0.0919468333,71.8000000000,1.7500000000,-6.5000000000,357.1250000000,image5.jpg,1001.8881250000
4,50.8651110000,-0.0919461667,71.7000000000,1.8125000000,-5.6875000000,354.6250000000,image6.jpg,1202.1979160000
4,50.8651106667,-0.0919453333,71.7000000000,2.0000000000,-6.5000000000,352.5625000000,image7.jpg,1403.0451040000
4,50.8651101667,-0.0919443333,71.7000000000,2.1250000000,-6.9375000000,351.1875000000,image8.jpg,1603.3292180000
4,50.8651096667,-0.0919438333,71.7000000000,0.6875000000,-7.0625000000,350.3125000000,image9.jpg,1803.3955200000
4,50.8651091667,-0.0919431667,71.7000000000,0.8125000000,-7.3750000000,350.1250000000,image10.jpg,2003.2324990000
4,50.8651088333,-0.0919425000,71.7000000000,1.0625000000,-7.2500000000,350.0625000000,image11.jpg,2202.3913020000
4,50.8651085000,-0.0919420000,71.7000000000,1.5000000000,-6.1250000000,350.0000000000,image12.jpg,2402.4708850000
4,50.8651078333,-0.0919411667,71.7000000000,2.6875000000,-6.0000000000,349.6250000000,image13.jpg,2602.9831760000
4,50.8651071667,-0.0919401667,71.7000000000,2.1875000000,-7.1250000000,349.5000000000,image14.jpg,2803.5378640000
4,50.8651065000,-0.0919390000,71.7000000000,2.5000000000,-7.8125000000,349.3125000000,image15.jpg,3003.7941140000
4,50.8651060000,-0.0919383333,71.7000000000,1.8750000000,-7.8125000000,349.5625000000,image16.jpg,3203.6463530000
4,50.8651053333,-0.0919373333,71.7000000000,1.5000000000,-7.5000000000,349.5625000000,image17.jpg,3402.7907280000
4,50.8651048333,-0.0919363333,71.7000000000,3.4375000000,-6.6250000000,349.1250000000,image18.jpg,3602.9448430000
4,50.8651041667,-0.0919355000,71.7000000000,3.1250000000,-7.5625000000,348.7500000000,image19.jpg,3803.1057800000
4,50.8651033333,-0.0919343333,71.7000000000,1.1875000000,-7.6875000000,348.7500000000,image20.jpg,4002.9884880000
4,50.8651026667,-0.0919331667,71.7000000000,2.6875000000,-8.3125000000,348.6875000000,image21.jpg,4203.1057280000
4,50.8651020000,-0.0919320000,71.6000000000,3.1250000000,-7.8750000000,348.6875000000,image22.jpg,4403.1468220000
4,50.8651011667,-0.0919310000,71.6000000000,2.1250000000,-7.6875000000,348.4375000000,image23.jpg,4603.2352070000
4,50.8651006667,-0.0919298333,71.6000000000,3.0625000000,-6.9375000000,348.5000000000,image24.jpg,4803.4046340000
4,50.8651001667,-0.0919288333,71.6000000000,2.6875000000,-6.0000000000,348.3125000000,image25.jpg,5003.2702590000
4,50.8650995000,-0.0919278333,71.6000000000,2.8750000000,-5.0625000000,348.1250000000,image26.jpg,5203.6954150000
4,50.8650986667,-0.0919268333,71.6000000000,1.3125000000,-5.1250000000,348.5000000000,image27.jpg,5403.5303110000
4,50.8650980000,-0.0919258333,71.6000000000,2.1250000000,-5.5625000000,348.0625000000,image28.jpg,5603.5911960000
4,50.8650973333,-0.0919246667,71.6000000000,1.6875000000,-5.6875000000,347.5625000000,image29.jpg,5803.6473420000
4,50.8650965000,-0.0919233333,71.6000000000,1.6250000000,-5.6250000000,346.9375000000,image30.jpg,6003.7288000000
4,50.8650956667,-0.0919221667,71.6000000000,1.0000000000,-5.4375000000,347.0000000000,image31.jpg,6203.8509350000
4,50.8650950000,-0.0919210000,71.6000000000,1.0000000000,-5.5625000000,346.8750000000,image32.jpg,6404.0659870000
4,50.8650943333,-0.0919196667,71.5000000000,0.6250000000,-5.5625000000,345.7500000000,image33.jpg,6604.9332270000
4,50.8650935000,-0.0919183333,71.5000000000,0.0000000000,-6.3750000000,343.7500000000,image34.jpg,6805.3134350000
4,50.8650926667,-0.0919168333,71.5000000000,0.6875000000,-6.6875000000,343.1250000000,image35.jpg,7005.1238520000
4,50.8650918333,-0.0919153333,71.5000000000,-0.0625000000,-6.6250000000,342.7500000000,image36.jpg,7205.4343200000
4,50.8650910000,-0.0919136667,71.5000000000,-0.5625000000,-6.5000000000,342.2500000000,image37.jpg,7404.3960390000
4,50.8650901667,-0.0919121667,71.5000000000,-0.8750000000,-5.8750000000,341.1250000000,image38.jpg,7604.4253620000
4,50.8650895000,-0.0919106667,71.5000000000,-0.7500000000,-4.9375000000,340.6250000000,image39.jpg,7804.7883830000
4,50.8650886667,-0.0919090000,71.5000000000,1.0000000000,-4.3750000000,340.3750000000,image40.jpg,8005.6992680000
4,50.8650878333,-0.0919076667,71.5000000000,0.2500000000,-5.9375000000,339.9375000000,image41.jpg,8205.7558300000
4,50.8650873333,-0.0919060000,71.5000000000,0.0625000000,-6.0000000000,340.5000000000,image42.jpg,8405.8613510000
4,50.8650865000,-0.0919045000,71.5000000000,0.0000000000,-3.8750000000,340.3750000000,image43.jpg,8605.6647370000
4,50.8650858333,-0.0919026667,71.5000000000,1.6875000000,-4.2500000000,341.0000000000,image44.jpg,8804.9446840000
4,50.8650850000,-0.0919013333,71.5000000000,0.1875000000,-5.8750000000,341.5000000000,image45.jpg,9005.0430700000
4,50.8650840000,-0.0918996667,71.5000000000,-0.7500000000,-6.3125000000,343.7500000000,image46.jpg,9205.6182780000
4,50.8650830000,-0.0918980000,71.4000000000,0.8125000000,-5.3125000000,344.8750000000,image47.jpg,9406.1903090000
4,50.8650823333,-0.0918965000,71.4000000000,0.6875000000,-4.1250000000,345.4375000000,image48.jpg,9606.2539030000
4,50.8650815000,-0.0918955000,71.4000000000,0.2500000000,-3.1875000000,346.3125000000,image49.jpg,9806.4521320000
4,50.8650806667,-0.0918940000,71.4000000000,1.3125000000,-5.6875000000,347.5625000000,image50.jpg,10005.5954130000
4,50.8650801667,-0.0918933333,71.4000000000,2.0000000000,-6.1875000000,349.5000000000,image51.jpg,10205.4893710000
4,50.8650788333,-0.0918911667,71.4000000000,3.1250000000,-5.7500000000,350.8125000000,image52.jpg,10405.4945800000
4,50.8650778333,-0.0918900000,71.4000000000,1.5625000000,-4.7500000000,352.0625000000,image53.jpg,10606.4310900000
4,50.8650770000,-0.0918890000,71.4000000000,2.1875000000,-2.4375000000,353.6250000000,image54.jpg,10805.8235900000
4,50.8650758333,-0.0918878333,71.4000000000,1.4375000000,-2.8125000000,355.3125000000,image55.jpg,11005.7596310000
4,50.8650746667,-0.0918866667,71.4000000000,2.0625000000,-5.5625000000,356.1875000000,image56.jpg,11205.8346830000
4,50.8650735000,-0.0918855000,71.4000000000,0.1875000000,-5.3750000000,359.0000000000,image57.jpg,11406.0289020000
4,50.8650725000,-0.0918843333,71.4000000000,2.8750000000,-6.6250000000,0.5625000000,image58.jpg,11606.0906210000
4,50.8650710000,-0.0918831667,71.4000000000,1.8750000000,-5.3750000000,2.1250000000,image59.jpg,11806.2478600000
4,50.8650700000,-0.0918820000,71.4000000000,4.5000000000,-3.7500000000,3.6875000000,image60.jpg,12006.1998390000
4,50.8650688333,-0.0918810000,71.4000000000,4.0000000000,-3.5625000000,3.9375000000,image61.jpg,12206.3251000000
4,50.8650676667,-0.0918800000,71.3000000000,2.7500000000,-4.0625000000,3.1250000000,image62.jpg,12406.3749430000
4,50.8650665000,-0.0918785000,71.3000000000,6.3125000000,-7.1875000000,2.9375000000,image63.jpg,12606.4128600000
4,50.8650650000,-0.0918773333,71.3000000000,5.5625000000,-8.8125000000,2.8125000000,image64.jpg,12806.5368700000
4,50.8650635000,-0.0918761667,71.3000000000,7.6875000000,-5.0625000000,5.1875000000,image65.jpg,13006.5999950000
4,50.8650623333,-0.0918750000,71.2000000000,10.5000000000,-6.2500000000,6.5625000000,image66.jpg,13207.5505680000
4,50.8650610000,-0.0918738333,71.2000000000,10.6250000000,-7.3125000000,8.4375000000,image67.jpg,13407.8482240000
4,50.8650593333,-0.0918733333,71.2000000000,9.9375000000,-7.5625000000,11.1250000000,image68.jpg,13607.9406200000
4,50.8650581667,-0.0918721667,71.2000000000,11.8125000000,-8.6875000000,13.1250000000,image69.jpg,13808.0016100000
4,50.8650566667,-0.0918711667,71.2000000000,8.6250000000,-4.1250000000,16.4375000000,image70.jpg,14008.2336930000
4,50.8650553333,-0.0918708333,71.2000000000,11.1875000000,-2.1250000000,19.0000000000,image71.jpg,14207.1172870000
4,50.8650541667,-0.0918703333,71.1000000000,9.9375000000,-3.8750000000,19.4375000000,image72.jpg,14407.3809320000
4,50.8650523333,-0.0918696667,71.1000000000,8.3125000000,-5.5000000000,20.0000000000,image73.jpg,14608.0060880000
4,50.8650510000,-0.0918691667,71.1000000000,7.2500000000,-3.9375000000,20.8750000000,image74.jpg,14808.5254630000
4,50.8650491667,-0.0918688333,71.1000000000,5.2500000000,-5.0000000000,22.3750000000,image75.jpg,15008.5193700000
4,50.8650476667,-0.0918686667,71.1000000000,5.8125000000,-3.9375000000,23.8750000000,image76.jpg,15208.4796820000
