Frame,Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],GPS quality,UTM zone,fitted x deg 1,fitted y deg 1,fitted z deg 1,gps_h deg 1,corrected IMU heading [degrees]
364,24462.313324,704049345.1706864,5638926895.621471,85833.02637615778,6.125,-0.3125,8.0625,0.2431372553,0.0,5.0,30U,704049.3451706861,5638926.895621472,85833.02637615778,-71.25350932906906,-71.04597011002647
365,24532.067543,704049360.6936545,5638926849.883077,85831.14726956323,6.125,-0.3125,8.0,0.1411764771,0.0,5.0,30U,704049.3606936544,5638926.849883079,85831.14726956323,-71.41880633119558,-71.04597011002647
366,24595.856606,704049374.2855935,5638926809.451552,85828.97615076568,6.25,-0.3125,7.875,0.3372549117,1.0,5.0,30U,704049.3742855934,5638926.809451554,85828.97615076568,-71.33936188216614,-71.17097011002647
367,24669.36697,704049391.2455652,5638926759.231897,85826.79188337884,6.3125,-0.4375,7.875,0.3294117749,0.0,,,704049.391245565,5638926.759231897,85826.79188337884,-71.34187677921983,-71.23347011002647
368,24731.903533,704049405.8679338,5638926715.927773,85825.05119515146,6.125,-0.4375,7.9375,0.0392156877,0.0,5.0,30U,704049.4058679338,5638926.715927775,85825.05119515146,-71.31973700926949,-71.04597011002647
369,24797.008897,704049421.5411901,5638926669.570556,85822.95305225477,6.4375,-0.6875,7.8125,0.0,1.0,5.0,30U,704049.42154119,5638926.669570557,85822.95305225476,-71.23738396314161,-71.35847011002647
370,24864.228428,704049438.1867079,5638926620.569893,85820.58575402282,6.3125,-0.625,7.4375,0.0313725509,0.0,,,704049.4381867077,5638926.620569893,85820.58575402282,-71.24701788195972,-71.23347011002647
371,24931.386397,704049455.7341805,5638926568.885544,85818.83145304251,6.4375,-0.625,7.4375,0.0470588244,0.0,5.0,30U,704049.4557341804,5638926.568885543,85818.83145304251,-71.16817947773495,-71.35847011002647
372,24995.586814,704049472.6120838,5638926519.397138,85816.75834173473,6.3125,-0.6875,7.4375,0.2745098174,0.0,5.0,30U,704049.4726120838,5638926.519397137,85816.75834173473,-71.1202700222089,-71.23347011002647
373,25064.623116,704049491.4350257,5638926464.356289,85814.59689005902,6.375,-0.625,7.375,0.8941176534,1.0,,,704049.4914350257,5638926.464356289,85814.59689005901,-71.15346044895676,-71.29597011002647
374,25131.321085,704049510.1318085,5638926409.580732,85812.96068671916,6.125,-0.1875,8.4375,0.9568627477,0.0,5.0,30U,704049.5101318083,5638926.409580734,85812.96068671916,-71.09445446257848,-71.04597011002647
375,25195.662959,704049528.4456159,5638926356.107368,85811.0911437325,6.375,0.3125,9.0,1.003921628,0.0,5.0,30U,704049.5284456159,5638926.356107368,85811.0911437325,-71.02949072485848,-71.29597011002647
376,25262.587803,704049548.1041027,5638926298.919373,85809.15231506532,6.25,-0.8125,7.5,0.980392158,0.0,,,704049.5481041027,5638926.298919372,85809.15231506532,-71.09502950569623,-71.17097011002647
377,25331.911762,704049569.0542387,5638926237.74635,85807.8340502951,6.0625,-1.6875,8.125,1.003921628,0.0,5.0,30U,704049.5690542385,5638926.237746351,85807.8340502951,-71.03926007615371,-70.98347011002647
378,25399.436345,704049589.8416557,5638926177.240654,85806.67189324979,6.125,-1.5625,7.4375,1.003921628,0.0,5.0,30U,704049.5898416558,5638926.177240656,85806.67189324979,-70.90651734623526,-71.04597011002647
379,25463.062282,704049609.6950971,5638926119.886239,85805.57504685163,6.4375,-2.3125,6.75,1.003921628,0.0,,,704049.6096950966,5638926.119886241,85805.57504685163,-71.00277448544125,-71.35847011002647
380,25530.193064,704049631.0699584,5638926057.799367,85805.03199814526,5.4375,-4.6875,4.875,1.003921628,1.0,5.0,30U,704049.6310699584,5638926.057799368,85805.03199814526,-70.96739470012443,-70.35847011002647
381,25602.349366,704049654.5782789,5638925989.652254,85804.99893933364,4.1875,-6.25,4.875,1.003921628,0.0,5.0,30U,704049.6545782789,5638925.989652253,85804.99893933364,-70.78574601937925,-69.10847011002647
382,25663.221032,704049674.4826472,5638925932.540446,85804.82919110023,3.75,-6.8125,4.875,1.003921628,0.0,,,704049.674482647,5638925.932540446,85804.82919110023,-70.93264904259877,-68.67097011002647
383,25730.850043,704049696.9521304,5638925867.532667,85805.23342517107,3.375,-6.5625,6.1875,1.003921628,0.0,5.0,30U,704049.6969521304,5638925.86753267,85805.23342517107,-70.88958646797141,-68.29597011002647
384,25800.308949,704049720.3878105,5638925799.894223,85805.84873420135,1.9375,-7.8125,6.25,1.003921628,0.0,5.0,30U,704049.7203878105,5638925.799894224,85805.84873420135,-70.71327827107075,-66.85847011002647
385,25862.648845,704049741.6293062,5638925739.19294,85806.3053860918,1.0,-8.0625,6.5,1.003921628,0.0,,,704049.7416293056,5638925.739192942,85806.3053860918,-70.87336013968093,-65.92097011002647
386,25930.810459,704049765.0350852,5638925671.702587,85807.26752991888,0.5625,-8.125,6.125,1.003921628,0.0,5.0,30U,704049.7650350848,5638925.671702587,85807.26752991888,-70.79955044668822,-65.48347011002647
387,25999.077907,704049788.725625,5638925603.674338,85808.38281091249,0.4375,-8.1875,7.375,1.003921628,1.0,5.0,30U,704049.7887256247,5638925.603674342,85808.38281091249,-70.71278762851438,-65.35847011002647
388,26063.718949,704049811.3361459,5638925539.062602,85809.48839199157,0.25,-6.6875,7.8125,1.003921628,0.0,,,704049.8113361457,5638925.539062604,85809.48839199157,-70.81901192419207,-65.17097011002647
389,26131.020303,704049834.9471204,5638925471.188612,85810.97685446196,359.4375,-5.1875,8.5,1.003921628,0.0,5.0,30U,704049.8349471209,5638925.47118861,85810.97685446196,-70.80313995047504,-64.35847011002647
390,26198.774053,704049858.899326,5638925402.395108,85812.64478569488,359.125,-5.0625,9.0,1.003921628,0.0,5.0,30U,704049.858899326,5638925.402395108,85812.64478569488,-70.76141804216718,-64.04597011002647
391,26264.984209,704049882.4147815,5638925335.014046,85814.3997549171,358.9375,-4.625,8.75,1.003921628,2.0,,,704049.8824147814,5638925.335014047,85814.3997549171,-70.84334382545995,-63.85847011002648
392,26330.914417,704049905.8513985,5638925267.5489645,85816.35929544856,358.5625,-4.5625,9.4375,1.003921628,0.0,5.0,30U,704049.9058513982,5638925.267548963,85816.35929544856,-70.89706646749312,-63.48347011002648
393,26399.944886,704049930.4827472,5638925196.429647,85818.55717089053,358.25,-4.75,9.0625,1.003921628,0.0,5.0,30U,704049.9304827468,5638925.196429649,85818.55717089053,-70.85449976922672,-63.17097011002648
394,26466.144365,704049954.1971588,5638925128.121997,85820.77095622318,358.0625,-4.3125,9.4375,1.003921628,1.0,,,704049.9541971588,5638925.128121996,85820.77095622318,-70.93121553705862,-62.98347011002648
395,26531.305459,704049977.5369878,5638925060.601646,85823.11382110693,357.6875,-5.0625,9.5625,1.003921628,9.0,5.0,30U,704049.9775369877,5638925.060601644,85823.11382110693,-71.02596796729091,-62.60847011002648
396,26599.325251,704050001.8996986,5638924989.742881,85825.7424228487,357.625,-4.875,9.75,1.003921628,13.0,5.0,30U,704050.0018996986,5638924.989742884,85825.7424228487,-71.094979678095,-62.54597011002648
397,26669.146344,704050026.9053857,5638924916.728123,85828.60768579881,357.75,-5.25,9.875,1.003921628,14.0,,,704050.0269053858,5638924.916728125,85828.60768579881,-71.0782593292941,-62.67097011002648
398,26729.328063,704050048.4839963,5638924853.780111,85831.06605934724,358.75,-5.3125,10.125,1.003921628,14.0,2.0,30U,704050.0484839964,5638924.853780112,85831.06605934724,-71.23398554371943,-63.67097011002648
399,26799.384157,704050073.5812063,5638924779.913951,85834.1718364902,0.75,-5.0625,10.9375,1.003921628,11.0,2.0,30U,704050.0735812064,5638924.779913952,85834.1718364902,-71.26190173519501,-65.67097011002647
400,26865.031865,704050097.0748409,5638924710.656676,85837.19424092048,2.25,-5.3125,11.0625,1.003921628,1.0,,,704050.0970748407,5638924.710656676,85837.19424092048,-71.39189494223763,-67.17097011002647
401,26935.600303,704050122.2840625,5638924635.784025,85840.50181697779,3.9375,-4.5625,11.125,1.003921628,0.0,2.0,30U,704050.1222840623,5638924.635784027,85840.50181697779,-71.39496022912681,-68.85847011002647
402,27000.618375,704050145.5204256,5638924566.758651,85843.74528591085,4.1875,-4.75,11.0625,1.003921628,0.0,2.0,30U,704050.1455204259,5638924.566758655,85843.74528591085,-71.420841098751,-69.10847011002647
403,27067.923792,704050169.611917,5638924495.086004,85847.19925057098,3.6875,-4.75,11.375,1.003921628,0.0,,,704050.1696119171,5638924.495086007,85847.19925057098,-71.46474916724344,-68.60847011002647
404,27127.857438,704050191.0426397,5638924431.167041,85850.3546031194,2.9375,-5.0625,11.3125,1.003921628,0.0,2.0,30U,704050.1910426404,5638924.431167044,85850.3546031194,-71.61492336524879,-67.85847011002647
405,27202.837177,704050217.8028114,5638924350.652991,85854.44586810352,2.4375,-5.4375,11.4375,1.003921628,2.0,2.0,30U,704050.2178028112,5638924.350652992,85854.44586810352,-71.58983189879007,-67.35847011002647
406,27271.421761,704050242.3312129,5638924276.961563,85858.2986899813,1.875,-5.6875,11.75,1.003921628,0.0,,,704050.2423312123,5638924.276961564,85858.2986899813,-71.61579701082542,-66.79597011002647
407,27330.535771,704050263.4457583,5638924213.430421,85861.70465338984,1.125,-5.9375,12.1875,1.003921628,1.0,5.0,30U,704050.2634457581,5638924.2134304205,85861.70465338984,-71.72677873475072,-66.04597011002647
408,27400.615354,704050288.450008,5638924137.70585,85865.70102035157,0.75,-6.0625,12.5,1.003921628,6.0,5.0,30U,704050.2884500081,5638924.137705851,85865.70102035157,-71.73812118046624,-65.67097011002647
409,27468.482021,704050312.6703618,5638924064.306488,85869.54868831011,0.375,-6.0625,12.3125,1.003921628,10.0,,,704050.3126703616,5638924.064306488,85869.54868831011,-71.78948074484953,-65.29597011002647
410,27530.137802,704050334.6418543,5638923997.521139,85873.11164571457,0.5,-6.0,12.75,1.003921628,6.0,5.0,30U,704050.3346418538,5638923.997521143,85873.11164571457,-71.88466334492642,-65.42097011002647
411,27599.910511,704050359.4630063,5638923921.649512,85877.1249658545,1.125,-5.3125,14.125,1.003921628,5.0,5.0,30U,704050.3594630064,5638923.92164951,85877.1249658545,-71.91086021335218,-66.04597011002647
412,27669.590823,704050384.254017,5638923845.752604,85881.24146159801,0.75,-6.0625,13.125,1.003921628,4.0,,,704050.3842540168,5638923.845752605,85881.24146159801,-71.97858261663583,-65.67097011002647
413,27732.34499,704050406.5228325,5638923777.303311,85885.01358095101,1.6875,-5.75,12.875,1.003921628,5.0,5.0,30U,704050.4065228326,5638923.777303309,85885.01358095101,-72.07768941859035,-66.60847011002647
414,27798.643323,704050429.9763621,5638923704.786343,85889.06558645933,2.125,-5.6875,13.125,1.003921628,6.0,5.0,30U,704050.4299763623,5638923.704786342,85889.06558645933,-72.14392035235352,-67.04597011002647
415,27868.779261,704050454.7302395,5638923627.945524,85893.41953707076,2.375,-5.625,13.0,1.003921628,11.0,,,704050.4547302396,5638923.627945521,85893.41953707076,-72.20905023114494,-67.29597011002647
416,27933.752125,704050477.6165711,5638923556.624244,85897.50438037298,3.0,-5.625,13.5625,1.003921628,13.0,5.0,30U,704050.4776165708,5638923.556624242,85897.50438037298,-72.2963951320861,-67.92097011002647
417,27999.404677,704050500.6632806,5638923484.42504,85901.66693071442,3.1875,-6.125,12.3125,1.003921628,12.0,5.0,30U,704050.5006632804,5638923.484425041,85901.66693071442,-72.29818350010493,-68.10847011002647
418,28067.903896,704050524.7614828,5638923408.923659,85905.98529886694,4.125,-6.125,12.75,1.003921628,7.0,,,704050.5247614826,5638923.408923659,85905.98529886694,-72.33862941603047,-69.04597011002647
419,28135.32676,704050548.4761324,5638923334.442503,85910.23477958034,5.5,-5.8125,12.625,1.003921628,4.0,5.0,30U,704050.5484761326,5638923.334442504,85910.23477958034,-72.36682960984734,-70.42097011002647
420,28198.82926,704050570.8087019,5638923264.18248,85914.29793692054,6.3125,-5.0625,12.6875,1.003921628,4.0,5.0,30U,704050.5708087024,5638923.264182479,85914.29793692054,-72.41299426085783,-71.23347011002647
421,28268.639156,704050595.350685,5638923186.7554245,85918.74129748887,6.8125,-4.25,12.6875,1.003921628,1.0,,,704050.5953506854,5638923.186755424,85918.74129748886,-72.44253926857726,-71.73347011002647
422,28336.170042,704050619.1018457,5638923111.688955,85922.99177829127,6.875,-4.125,11.875,1.003921628,0.0,5.0,30U,704050.6191018455,5638923.111688954,85922.99177829127,-72.47512539770031,-71.79597011002647
423,28401.262073,704050641.9986742,5638923039.179273,85927.14588814246,7.0,-4.6875,11.9375,1.003921628,1.0,5.0,30U,704050.6419986743,5638923.039179272,85927.14588814246,-72.5196095550209,-71.92097011002647
424,28467.111187,704050665.1449366,5638922965.6810055,85931.40619612166,6.4375,-5.375,11.875,1.003921628,0.0,,,704050.6651449364,5638922.965681004,85931.40619612166,-72.50233833211894,-71.35847011002647
425,28535.86525,704050689.400853,5638922888.740116,85935.77611388334,5.6875,-5.5,12.3125,1.003921628,1.0,5.0,30U,704050.6894008529,5638922.888740117,85935.77611388334,-72.54192218048178,-70.60847011002647
426,28599.309729,704050711.7651705,5638922817.628177,85939.9190167002,5.0,-5.3125,12.75,1.003921628,0.0,5.0,30U,704050.7117651702,5638922.817628179,85939.9190167002,-72.56185820065207,-69.92097011002647
427,28667.857437,704050735.9490789,5638922740.63688,85944.38732304047,4.375,-4.4375,11.875,1.003921628,1.0,,,704050.7359490792,5638922.74063688,85944.38732304047,-72.54701252651319,-69.29597011002647
428,28736.609208,704050760.2786431,5638922663.252015,85948.81156563983,4.5,-4.875,12.3125,1.003921628,2.0,5.0,30U,704050.7602786432,5638922.663252014,85948.81156563983,-72.77916880625645,-69.42097011002647
429,28799.388323,704050783.872099,5638922587.131853,85954.2948750689,4.0,-4.625,12.3125,1.003921628,1.0,5.0,30U,704050.783872099,5638922.587131855,85954.2948750689,-72.77555464800372,-68.92097011002647
430,28867.906656,704050809.3414747,5638922504.977693,85959.92709910081,3.25,-5.0,11.625,1.003921628,3.0,,,704050.8093414748,5638922.504977695,85959.92709910081,-72.77611858079399,-68.17097011002647
431,28937.000823,704050835.210729,5638922421.53078,85965.64839459094,3.5625,-3.9375,12.3125,1.003921628,4.0,5.0,30U,704050.8352107293,5638922.421530779,85965.64839459094,-72.95009168802937,-68.48347011002647
432,28998.660146,704050858.0905215,5638922346.926833,85970.89210750454,3.4375,-5.75,12.75,1.003921628,2.0,5.0,30U,704050.8580905217,5638922.346926836,85970.89210750454,-72.89201198254489,-68.35847011002647
433,29069.597646,704050884.1991518,5638922262.101492,85976.52282166363,3.5,-5.4375,13.0625,1.003921628,0.0,,,704050.8841991518,5638922.262101489,85976.52282166363,-72.95105829678539,-68.42097011002647
434,29136.161656,704050908.8204947,5638922181.814054,85981.96995509834,3.25,-4.75,11.125,1.003921628,1.0,5.0,30U,704050.908820495,5638922.181814054,85981.96995509834,-72.98372623720479,-68.17097011002647
435,29203.201604,704050933.4705974,5638922101.2690325,85987.343743195,2.75,-6.25,10.75,1.003921628,0.0,5.0,30U,704050.9334705976,5638922.101269031,85987.343743195,-73.1716759912083,-67.67097011002647
436,29265.482073,704050956.0915481,5638922026.478472,85992.4102545401,2.875,-3.875,11.625,1.003921628,0.0,,,704050.9560915476,5638922.026478471,85992.4102545401,-73.00928587461794,-67.79597011002647
437,29336.030823,704050981.9813334,5638921941.747685,85997.90106393654,2.6875,-5.0,12.125,1.003921628,0.0,5.0,30U,704050.9819813336,5638921.941747685,85997.90106393654,-73.20973273772137,-67.60847011002647
438,29400.739677,704051005.4759548,5638921863.881943,86003.03133181453,2.25,-5.0625,11.75,1.003921628,1.0,5.0,30U,704051.0054759547,5638921.863881945,86003.03133181453,-73.24882687497336,-67.17097011002647
439,29467.905458,704051029.816526,5638921783.013081,86008.22675908329,1.25,-5.4375,10.875,1.003921628,7.0,,,704051.0298165259,5638921.783013081,86008.22675908329,-73.16289079112858,-66.17097011002647
440,29536.441656,704051054.7544156,5638921700.607734,86013.41430044473,1.0,-6.3125,10.75,1.003921628,8.0,5.0,30U,704051.054754416,5638921.700607733,86013.41430044473,-73.30411989260523,-65.92097011002647
441,29603.064729,704051078.7878655,5638921620.479143,86018.40323877288,0.8125,-6.0,11.25,1.003921628,11.0,5.0,30U,704051.0787878654,5638921.620479141,86018.40323877288,-73.44032275573784,-65.73347011002647
442,29666.936239,704051101.6089504,5638921543.730088,86023.20849505368,1.375,-6.3125,11.5625,1.003921628,8.0,,,704051.1016089505,5638921.5437300885,86023.20849505368,-73.23888018416574,-66.29597011002647
443,29735.524833,704051126.4350345,5638921461.300016,86028.19849264789,2.625,-5.4375,11.625,1.003921628,1.0,5.0,30U,704051.1264350346,5638921.461300015,86028.19849264789,-73.29722521127258,-67.54597011002647
444,29803.681916,704051151.0159887,5638921379.3818445,86032.86582993125,3.25,-5.125,10.875,1.003921628,0.0,5.0,30U,704051.1510159888,5638921.379381842,86032.86582993125,-73.39138225459777,-68.17097011002647
445,29868.870822,704051174.36952,5638921301.08699,86037.09602857538,3.5,-5.75,12.25,1.003921628,0.0,,,704051.17436952,5638921.301086994,86037.09602857538,-73.2413772198226,-68.42097011002647
446,29936.124676,704051198.710959,5638921220.25333,86041.36309083951,2.8125,-6.5625,12.5,1.003921628,1.0,5.0,30U,704051.1987109587,5638921.220253332,86041.36309083951,-73.2358221385582,-67.73347011002647
447,30003.565666,704051223.1177639,5638921139.23105,86045.39976726225,2.0,-7.0,11.875,1.003921628,0.0,5.0,30U,704051.2231177642,5638921.13923105,86045.39976726225,-73.38868326379156,-66.92097011002647
448,30066.522749,704051245.6791174,5638921063.605058,86048.99250245599,0.875,-7.1875,11.4375,1.003921628,1.0,,,704051.2456791174,5638921.063605058,86048.99250245599,-73.11651558310541,-65.79597011002647
449,30136.799468,704051271.2670349,5638920979.29794,86052.85914410012,0.6875,-6.1875,11.6875,1.003921628,3.0,5.0,30U,704051.2712670347,5638920.979297943,86052.85914410012,-73.23408972682563,-65.60847011002647
450,30202.092593,704051294.9090954,5638920900.822949,86056.26690397649,0.25,-6.0,12.25,1.003921628,7.0,5.0,30U,704051.2949090955,5638920.900822946,86056.26690397649,-73.12381499444746,-65.17097011002647
451,30268.204624,704051318.9843427,5638920821.463402,86059.46162601063,0.125,-6.0,12.625,1.003921628,12.0,,,704051.3189843425,5638920.821463401,86059.46162601063,-72.97316748808635,-65.04597011002647
452,30336.724103,704051344.1841371,5638920739.176437,86062.67763368855,0.4375,-5.6875,13.0625,1.003921628,14.0,5.0,30U,704051.3441841365,5638920.739176437,86062.67763368854,-73.02463415994526,-65.35847011002647
453,30402.914312,704051368.4878622,5638920659.56012,86065.625025553,1.625,-5.6875,13.0625,1.003921628,14.0,5.0,30U,704051.3684878623,5638920.659560119,86065.625025553,-72.94552264520132,-66.54597011002647
454,30470.59202,704051393.4308645,5638920578.251817,86068.47231338995,2.625,-5.0625,13.3125,1.003921628,9.0,,,704051.3934308644,5638920.578251816,86068.47231338995,-72.868798809505,-67.54597011002647
455,30535.973635,704051417.67224,5638920499.606405,86071.10948673698,4.25,-5.0625,13.75,1.003921628,6.0,5.0,30U,704051.4176722403,5638920.499606406,86071.10948673698,-72.76680312964925,-69.17097011002647
456,30604.04103,704051443.0680786,5638920417.733667,86073.91802503134,5.125,-4.75,14.0,1.003921628,1.0,5.0,30U,704051.4430680786,5638920.417733666,86073.91802503132,-72.70796508461717,-70.04597011002647
457,30672.921082,704051468.8539816,5638920334.904111,86076.82403352039,5.875,-3.8125,13.9375,1.003921628,0.0,,,704051.4688539814,5638920.334904109,86076.82403352039,-72.81702640267576,-70.79597011002647
458,30734.637228,704051491.8749715,5638920260.456995,86079.34508996563,5.5625,-4.375,12.25,1.003921628,0.0,5.0,30U,704051.4918749713,5638920.260456997,86079.34508996563,-72.09444334516957,-70.48347011002647
459,30823.211343,704051526.1333002,5638920154.426328,86082.72031078747,4.875,-4.25,12.9375,1.003921628,0.0,5.0,30U,704051.5261333002,5638920.154426329,86082.72031078747,-72.40111386442214,-69.79597011002647
460,30892.293686,704051552.5062978,5638920071.282501,86085.23049008615,4.3125,-4.125,13.1875,1.003921628,1.0,,,704051.5525062977,5638920.071282499,86085.23049008615,-71.290825337461,-69.23347011002647
461,31035.528322,704051610.1658897,5638919901.02435,86090.20233989647,3.5,-4.25,12.3125,1.003921628,0.0,5.0,30U,704051.6101658898,5638919.90102435,86090.20233989647,-71.18670158685006,-68.42097011002647
462,31167.070301,704051663.4618984,5638919744.587379,86094.51036787484,3.0,-4.4375,13.125,1.003921628,1.0,5.0,30U,704051.6634618989,5638919.74458738,86094.51036787484,-71.0203657361863,-67.92097011002647
463,31300.530666,704051718.0588301,5638919585.843098,86098.6562176989,2.875,-4.125,12.125,1.003921628,0.0,5.0,30U,704051.7180588304,5638919.585843099,86098.6562176989,-70.86363849740974,-67.79597011002647
464,31435.022384,704051773.5252352,5638919425.9938345,86102.64471906883,2.875,-4.0625,12.625,1.003921628,0.0,5.0,30U,704051.7735252352,5638919.425993835,86102.64471906883,-70.75238573794383,-67.79597011002647
465,31555.146134,704051823.4470863,5638919283.020478,86105.97446919682,2.5,-4.375,12.0,1.003921628,0.0,5.0,30U,704051.8234470861,5638919.2830204815,86105.97446919682,-71.36387315080208,-67.42097011002647
466,31611.504884,704051846.4127936,5638919214.921334,86107.23124722933,2.3125,-3.5625,12.0,1.003921628,0.0,5.0,30U,704051.846412793,5638919.214921335,86107.23124722933,-70.913584043882,-67.23347011002647
467,31683.150457,704051876.1671458,5638919128.929962,86108.86249471077,1.5625,-3.625,11.375,1.003921628,-1.0,,,704051.8761671457,5638919.1289299615,86108.86249471079,-71.00765888780472,-66.48347011002647
468,31737.016863,704051898.5552921,5638919063.88182,86109.84205064783,1.5625,-4.0625,11.25,1.003921628,-1.0,5.0,30U,704051.8985552923,5638919.063881817,86109.84205064783,-70.38783694087385,-66.48347011002647
469,31818.120613,704051933.0998045,5638918966.9346895,86111.49055225601,1.5,-4.0,11.5625,1.003921628,0.0,5.0,30U,704051.9330998044,5638918.966934687,86111.49055225601,-70.15281071019649,-66.42097011002647
470,31904.951655,704051970.4836051,5638918863.364911,86113.18996669924,1.4375,-3.8125,10.875,1.003921628,0.0,5.0,30U,704051.970483605,5638918.863364908,86113.18996669924,-69.82420270325139,-66.35847011002647
471,32013.74379,704052017.955379,5638918734.172026,86115.36628824557,1.0,-4.625,10.375,1.003921628,0.0,5.0,30U,704052.0179553787,5638918.734172027,86115.36628824557,-69.99911889834306,-65.92097011002647
472,32074.584936,704052044.5041945,5638918661.233244,86116.24143198991,0.75,-4.8125,10.5,1.003921628,0.0,,,704052.0445041946,5638918.661233244,86116.24143198991,-69.58943862694196,-65.67097011002647
473,32156.580249,704052080.8440393,5638918563.573454,86117.47323135512,0.1875,-5.125,9.6875,1.003921628,0.0,5.0,30U,704052.0808440392,5638918.563573451,86117.47323135514,-69.6560408197696,-65.10847011002647
474,32208.156707,704052103.8409929,5638918501.550893,86117.98035408847,359.5625,-5.5625,9.3125,1.003921628,0.0,5.0,30U,704052.103840993,5638918.501550891,86117.98035408847,-69.20727074009619,-64.48347011002647
475,32294.051915,704052142.6373103,5638918399.379809,86119.21695715099,358.9375,-5.5,8.5625,1.003921628,0.0,5.0,30U,704052.1426373104,5638918.39937981,86119.21695715099,-68.91350912186925,-63.85847011002648
476,32414.399884,704052197.5177131,5638918257.054018,86120.8500529694,358.1875,-6.0,8.75,1.003921628,0.0,5.0,30U,704052.1975177131,5638918.257054017,86120.8500529694,-68.88559653011794,-63.10847011002648
477,32475.643738,704052225.7556368,5638918183.928467,86121.05634734132,358.0625,-6.0,9.0625,1.003921628,0.0,,,704052.225755637,5638918.1839284655,86121.05634734132,-68.56556312160149,-62.98347011002648
478,32556.243373,704052263.3146843,5638918088.258373,86121.5124546615,357.375,-6.125,8.875,1.003921628,0.0,5.0,30U,704052.2633146842,5638918.088258374,86121.5124546615,-68.44796547719744,-62.29597011002648
479,32610.436498,704052288.9996444,5638918023.226564,86121.33726396518,357.25,-6.1875,8.6875,1.003921628,2.0,5.0,30U,704052.2889996443,5638918.023226563,86121.33726396518,-68.24074909138301,-62.17097011002648
480,32680.782175,704052322.3900584,5638917939.572076,86121.49971031689,356.625,-6.25,8.9375,1.003921628,0.0,,,704052.3223900583,5638917.939572075,86121.49971031689,-67.96134407888894,-61.54597011002648
481,32745.46129,704052353.5564259,5638917862.582196,86121.42076724936,356.4375,-5.875,9.3125,1.003921628,0.0,5.0,30U,704052.3535564259,5638917.862582199,86121.42076724936,-67.78883275007001,-61.35847011002648
482,32817.67103,704052388.5162336,5638917776.963511,86121.48363876695,356.3125,-5.625,9.875,1.003921628,3.0,5.0,30U,704052.3885162338,5638917.776963511,86121.48363876695,-67.57543815996638,-61.23347011002648
483,32879.940925,704052419.0292542,5638917703.023357,86121.26750087526,356.0,-5.75,9.375,1.003921628,0.0,,,704052.4190292538,5638917.703023358,86121.26750087526,-67.35764540042044,-60.92097011002648
484,32951.478686,704052454.2789303,5638917618.51758,86121.07746097009,356.0625,-5.1875,10.1875,1.003921628,0.0,5.0,30U,704052.4542789304,5638917.618517579,86121.07746097009,-67.11605155581418,-60.98347011002648
485,33012.081082,704052484.550843,5638917546.797883,86120.71601088719,355.625,-5.875,10.5,1.003921628,1.0,5.0,30U,704052.4845508428,5638917.546797879,86120.71601088719,-67.01672982923014,-60.54597011002648
