Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Filename,GPS quality,UTM zone
3.000677,704629551.7877626,5638854622.658145,75200.0,358.0625,-5.25,1.3125,image0.jpg,5,30U
201.514375,704629786.2606747,5638854334.974003,75000.0,358.0625,-5.25,1.0,image1.jpg,5,30U
402.112031,704629846.3470671,5638854300.23037,75000.0,357.1875,-5.125,2.1875,image2.jpg,5,30U
602.85651,704629919.6220051,5638854228.884066,75000.0,358.0625,-4.1875,1.75,image3.jpg,5,30U
802.785625,704630016.3526871,5638854158.47312,74900.0,357.9375,-5.5,1.75,image4.jpg,5,30U
1002.996406,704630066.1714487,5638854086.2025795,74900.0,358.4375,-5.5625,2.25,image5.jpg,5,30U
1202.266875,704630150.4442558,5638854033.850792,74900.0,358.3125,-5.6875,2.25,image6.jpg,5,30U
1402.156875,704630247.1683475,5638853963.428455,74900.0,358.0,-4.9375,2.125,image7.jpg,5,30U
1602.303177,704630321.1730851,5638853873.56088,74900.0,358.125,-5.5625,1.75,image8.jpg,5,30U
1803.055156,704630430.3550632,5638853785.079389,74900.0,357.5,-6.0625,1.625,image9.jpg,5,30U
2003.25302,704630516.0883356,5638853695.662819,74800.0,357.5625,-7.0,0.75,image10.jpg,5,30U
2203.483593,704630613.5422293,5638853606.719211,74800.0,357.625,-5.875,0.8125,image11.jpg,5,30U
2403.602083,704630698.5452787,5638853535.835037,74800.0,357.125,-5.625,1.3125,image12.jpg,5,30U
2602.60651,704630818.7251341,5638853466.348068,74800.0,357.0625,-4.375,0.625,image13.jpg,5,30U
2802.630624,704630915.4492453,5638853395.925742,74700.0,356.6875,-5.4375,0.5625,image14.jpg,5,30U
3002.896301,704631035.6295432,5638853326.427659,74700.0,356.5625,-4.1875,1.4375,image15.jpg,5,30U
3202.94328,704631121.3553604,5638853237.02194,74700.0,356.4375,-3.8125,0.875,image16.jpg,5,30U
3403.011874,704631229.8075724,5638853167.061741,74700.0,356.0,-3.9375,0.5625,image17.jpg,5,30U
3602.82953,704631326.5382936,5638853096.650817,74600.0,356.25,-4.125,1.625,image18.jpg,5,30U
3803.021665,704631411.5343242,5638853025.766377,74600.0,355.9375,-3.9375,1.0,image19.jpg,5,30U
4003.150311,704631508.2654886,5638852955.344339,74600.0,355.0625,-3.9375,1.625,image20.jpg,5,30U
4203.235728,704631616.7172738,5638852885.395267,74600.0,355.3125,-4.125,1.125,image21.jpg,5,30U
4403.558436,704631701.7133135,5638852814.510832,74600.0,355.3125,-4.75,0.3125,image22.jpg,5,30U
4603.420571,704631823.3536634,5638852707.959097,74600.0,356.625,-5.0625,1.5,image23.jpg,5,30U
4803.391717,704631956.7150786,5638852601.869208,74500.0,358.875,-5.1875,1.0,image24.jpg,5,30U
5003.544894,704632067.3575783,5638852476.322962,74500.0,358.625,-4.625,1.25,image25.jpg,5,30U
5203.637446,704632187.5374752,5638852406.836022,74500.0,358.3125,-3.6875,2.1875,image26.jpg,5,30U
5403.634165,704632309.9080808,5638852281.7519045,74500.0,358.0625,-3.875,0.9375,image27.jpg,5,30U
5604.143279,704632407.3620311,5638852192.808331,74400.0,358.6875,-3.25,0.625,image28.jpg,5,30U
5804.987237,704632563.4498638,5638852106.1639805,74400.0,358.0625,-4.0625,-0.9375,image29.jpg,5,30U
6004.893123,704632663.0940907,5638851961.634345,74400.0,357.3125,-3.8125,0.4375,image30.jpg,5,30U
6205.131352,704632760.5480528,5638851872.690777,74400.0,357.25,-3.1875,0.875,image31.jpg,5,30U
6405.196769,704632882.1884477,5638851766.139065,74400.0,358.375,-3.5625,1.25,image32.jpg,5,30U
6604.136768,704633003.099047,5638851678.108633,74400.0,1.125,-4.0625,2.1875,image33.jpg,5,30U
6804.290102,704633113.7411525,5638851552.573524,74300.0,4.875,-4.625,0.0,image34.jpg,5,30U
7004.614268,704633224.3837032,5638851427.0273,74300.0,7.375,-3.375,2.75,image35.jpg,5,30U
7205.340622,704633311.5700618,5638851300.5568285,74300.0,8.4375,-1.6875,0.625,image36.jpg,5,30U
7405.422133,704633422.2121843,5638851175.021726,74300.0,7.4375,-3.75,2.625,image37.jpg,5,30U
