Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],Filename,GPS quality,UTM zone
118.8806250000,704050.3053658195,5638924.3394976696,84300.0000000000,359.9375000000,-9.0000000000,0.6875000000,0.0313725509,0.0000000000,image0.jpg,5,30U
182.3208330000,nan,nan,nan,359.9375000000,-9.0000000000,0.6875000000,-0.0078431377,0.0000000000,image1.jpg,nan,nan
243.8283330000,704050.3728070088,5638924.4163768673,84400.0000000000,359.9375000000,-9.0000000000,0.6875000000,0.0392156877,0.0000000000,image2.jpg,5,30U
310.2735420000,nan,nan,nan,359.9375000000,-9.0000000000,0.6875000000,0.0470588244,0.0000000000,image3.jpg,nan,nan
379.6252080000,704050.3720789771,5638924.4349055849,84400.0000000000,359.9375000000,-9.0000000000,0.6875000000,0.0470588244,0.0000000000,image4.jpg,5,30U
445.7331250000,704050.3720789771,5638924.4349055849,84400.0000000000,359.9375000000,-9.0000000000,0.6875000000,0.0156862754,1.0000000000,image5.jpg,5,30U
513.8773960000,nan,nan,nan,359.9375000000,-9.0000000000,0.6875000000,0.0313725509,0.0000000000,image6.jpg,nan,nan
585.2109370000,704050.3720789771,5638924.4349055849,84400.0000000000,359.9375000000,-9.0000000000,0.6875000000,0.0313725509,0.0000000000,image7.jpg,5,30U
648.9672910000,704050.3838045294,5638924.4353663074,84400.0000000000,359.9375000000,-9.0000000000,0.6875000000,0.0313725509,0.0000000000,image8.jpg,5,30U
711.9801040000,nan,nan,nan,359.9375000000,-9.0000000000,0.6875000000,0.0313725509,1.0000000000,image9.jpg,nan,nan
782.6202080000,704050.3838045294,5638924.4353663074,84400.0000000000,359.9375000000,-9.0000000000,0.6875000000,0.0313725509,0.0000000000,image10.jpg,5,30U
846.6926560000,704050.3838045294,5638924.4353663074,84400.0000000000,359.9375000000,-9.0000000000,0.6875000000,0.0470588244,0.0000000000,image11.jpg,5,30U
914.5096350000,nan,nan,nan,359.9375000000,-9.0000000000,0.6875000000,0.0156862754,1.0000000000,image12.jpg,nan,nan
983.1352600000,704050.3838045294,5638924.4353663074,84400.0000000000,359.9375000000,-9.0000000000,0.6875000000,0.0470588244,0.0000000000,image13.jpg,5,30U
