Frame,Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],GPS quality,UTM zone,fitted x deg 1,fitted y deg 1,fitted z deg 1,gps_h deg 1,corrected IMU heading [degrees]
192,12922.518953,704050679.0836198,5638921455.672989,88835.72527001542,5.5,-3.75,11.0,0.5176470876,10.0,2.0,30U,704050.6790836195,5638921.455672991,88835.72527001542,-70.83084830951168,-68.57532415116611
193,12988.66562,704050696.240902,5638921406.318445,88835.56110770818,6.0625,-2.8125,10.9375,0.4313725531,9.0,,,704050.6962409018,5638921.406318443,88835.56110770818,-70.94329097704713,-69.13782415116611
194,13055.751192,704050713.7002691,5638921355.77532,88835.53541361942,6.6875,-4.0625,12.3125,0.5176470876,8.0,,,704050.7137002695,5638921.355775323,88835.53541361942,-71.02573377505297,-69.76282415116611
195,13122.153224,704050731.0139878,5638921305.419172,88835.69966453282,7.75,-4.4375,12.3125,0.5254902244,7.0,5.0,30U,704050.7310139878,5638921.305419173,88835.69966453282,-70.9991503297274,-70.82532415116611
196,13185.636401,704050747.575253,5638921257.324087,88835.98357288532,7.4375,-3.5625,11.375,0.5176470876,6.0,,,704050.7475752532,5638921.257324083,88835.98357288532,-71.14015309158833,-70.51282415116611
197,13253.917911,704050765.4624918,5638921204.960015,88836.4320142896,8.0625,-3.25,11.0625,0.5176470876,3.0,5.0,30U,704050.7654624915,5638921.2049600165,88836.4320142896,-71.1255955374134,-71.13782415116611
198,13321.405099,704050783.2085979,5638921153.052225,88836.95312662418,8.1875,-3.5625,11.125,0.5254902244,1.0,2.0,30U,704050.7832085978,5638921.153052226,88836.95312662421,-71.14611218050811,-71.26282415116611
199,13389.536817,704050801.1418713,5638921100.53554,88837.64966593935,7.875,-4.0,10.75,0.5333333611,1.0,,,704050.8011418711,5638921.100535539,88837.64966593935,-71.23440861954987,-70.95032415116611
200,13458.023015,704050819.2128997,5638921047.34756,88838.41793322763,7.8125,-3.125,11.4375,0.470588237,0.0,2.0,30U,704050.8192128998,5638921.0473475605,88838.41793322763,-71.27552056456744,-70.88782415116611
201,13522.354421,704050836.1442617,5638920997.396292,88839.26550421362,7.125,-3.0,11.875,0.5176470876,0.0,2.0,30U,704050.836144262,5638920.99739629,88839.26550421362,-71.33764283067501,-70.20032415116611
202,13587.754994,704050853.3520176,5638920946.447965,88840.27691573424,6.6875,-3.125,11.6875,0.5176470876,0.0,,,704050.8533520179,5638920.946447969,88840.27691573424,-71.43316704234229,-69.76282415116611
203,13656.210567,704050871.4265443,5638920892.637579,88841.38040495197,6.0,-3.5,11.4375,0.5176470876,2.0,2.0,30U,704050.8714265449,5638920.892637578,88841.38040495197,-71.49350344856225,-69.07532415116611
204,13723.934682,704050889.3157685,5638920839.192466,88842.60816045449,5.625,-3.5,11.625,0.5176470876,6.0,2.0,30U,704050.8893157687,5638920.839192463,88842.60816045449,-71.55310896575048,-68.70032415116611
205,13785.916713,704050905.6136943,5638920790.332633,88843.8593823703,5.0625,-3.5,11.5625,0.5254902244,9.0,,,704050.9056136943,5638920.790332635,88843.85938237028,-71.65321709408141,-68.13782415116611
206,13856.055098,704050924.1589572,5638920734.41015,88845.27558409631,5.125,-3.125,12.0625,0.5254902244,11.0,2.0,30U,704050.9241589578,5638920.734410149,88845.27558409631,-71.7044129695314,-68.20032415116611
207,13922.33015,704050941.6507367,5638920681.506227,88846.74336100271,5.625,-3.625,12.4375,0.4862745106,9.0,2.0,30U,704050.9416507373,5638920.681506226,88846.74336100271,-71.81168823305575,-68.70032415116611
208,13992.764525,704050960.2206593,5638920624.986635,88848.41049384841,6.4375,-3.3125,12.25,0.5176470876,8.0,,,704050.9602206589,5638920.624986632,88848.41049384841,-71.82802504003718,-69.51282415116611
209,14056.76338,704050977.1178659,5638920573.508635,88849.94544835188,7.0625,-3.125,12.375,0.5254902244,8.0,5.0,30U,704050.9771178663,5638920.573508635,88849.94544835188,-71.95624530202241,-70.13782415116611
210,14122.596921,704050994.4513035,5638920520.300093,88851.62943590643,7.6875,-2.25,12.0,0.5254902244,8.0,5.0,30U,704050.994451304,5638920.520300093,88851.62943590643,-72.04369557163625,-70.76282415116611
211,14195.992963,704051013.7881347,5638920460.632652,88853.56750710464,8.125,-2.6875,11.875,0.470588237,9.0,,,704051.0137881353,5638920.460632651,88853.56750710464,-72.06034714549122,-71.20032415116611
212,14255.86114,704051029.5326085,5638920412.001924,88855.22175015316,8.625,-2.375,12.1875,0.5176470876,8.0,5.0,30U,704051.0295326086,5638920.412001921,88855.22175015316,-72.17473852588171,-71.70032415116611
213,14322.585723,704051047.0772023,5638920357.43957,88857.11103226463,9.5625,-2.1875,12.1875,0.5254902244,9.0,5.0,30U,704051.0470772019,5638920.357439573,88857.11103226463,-72.27624658579316,-72.63782415116611
214,14390.294838,704051064.8311085,5638920301.888757,88859.12299997604,9.9375,-2.1875,12.0,0.5176470876,8.0,,,704051.0648311084,5638920.301888755,88859.12299997604,-72.2831862485042,-73.01282415116611
215,14454.8189,704051081.8050659,5638920248.756152,88861.03067756076,10.3125,-2.5,11.375,0.5333333611,9.0,5.0,30U,704051.0818050659,5638920.248756154,88861.03067756076,-72.33756124476963,-73.38782415116611
216,14527.358848,704051100.9537758,5638920188.619237,88863.18286256652,11.125,-2.5625,11.375,0.5333333611,7.0,5.0,30U,704051.1009537753,5638920.188619234,88863.18286256652,-72.48334594203527,-74.20032415116611
217,14588.421817,704051116.9251596,5638920138.015766,88865.22717679995,11.5,-2.3125,11.625,0.5254902244,7.0,,,704051.1169251595,5638920.138015768,88865.22717679995,-72.4321304901153,-74.57532415116611
218,14654.226765,704051134.2916197,5638920083.163037,88867.2961122226,11.75,-2.5625,11.375,0.4549019635,7.0,5.0,30U,704051.1342916199,5638920.08316304,88867.29611222261,-72.77831519546862,-74.82532415116611
219,14721.957286,704051152.3988601,5638920024.746274,88870.22699623647,12.3125,-2.75,11.1875,0.5176470876,5.0,5.0,30U,704051.1523988598,5638920.024746275,88870.22699623647,-72.88837268021325,-75.38782415116611
220,14790.628952,704051170.7217072,5638919965.229905,88873.1471622938,12.9375,-2.75,11.1875,0.5176470876,5.0,,,704051.1707217074,5638919.965229906,88873.14716229381,-72.97117009459782,-76.01282415116611
221,14852.992338,704051187.4321824,5638919910.670607,88875.97276362126,12.875,-2.5625,10.375,0.5254902244,4.0,5.0,30U,704051.1874321824,5638919.910670608,88875.97276362125,-72.93484173477685,-75.95032415116611
222,14922.330358,704051206.1229686,5638919849.783543,88878.8904088046,13.3125,-3.0,10.875,0.5254902244,5.0,5.0,30U,704051.2061229682,5638919.84978354,88878.8904088046,-73.00936204138554,-76.38782415116611
223,14989.311244,704051224.1832952,5638919790.676328,88881.73541080908,13.25,-3.0,11.25,0.5254902244,2.0,,,704051.2241832952,5638919.790676331,88881.73541080908,-73.01653781727191,-76.32532415116611
224,15054.685515,704051241.942316,5638919732.52917,88884.55600631512,12.9375,-2.875,11.625,0.5411764979,1.0,5.0,30U,704051.2419423165,5638919.732529167,88884.55600631512,-73.04059796185356,-76.01282415116611
225,15122.191556,704051260.3197229,5638919672.266689,88887.37985025258,12.375,-3.1875,11.3125,0.4392156899,1.0,5.0,30U,704051.2603197229,5638919.672266692,88887.37985025258,-73.02179517060597,-75.45032415116611
226,15195.488379,704051280.3216791,5638919606.754117,88890.27475348367,12.0625,-3.0625,11.1875,0.5333333611,1.0,,,704051.2803216793,5638919.60675412,88890.27475348368,-73.22841115863503,-75.13782415116611
227,15254.05364,704051296.3048571,5638919553.720253,88892.89601965244,11.5,-3.0625,11.0,0.5490196347,1.0,5.0,30U,704051.2963048574,5638919.553720252,88892.89601965244,-73.08511799593498,-74.57532415116611
228,15324.203535,704051315.6064734,5638919490.250424,88895.68746243036,11.125,-3.0625,11.375,0.5725490451,1.0,5.0,30U,704051.3156064732,5638919.490250427,88895.68746243036,-73.23200413364754,-74.20032415116611
229,15390.391504,704051333.7470895,5638919430.04429,88898.42702164644,10.875,-2.4375,11.625,0.4941176474,2.0,,,704051.3337470896,5638919.430044287,88898.42702164644,-73.09307180223357,-73.95032415116611
230,15462.248379,704051353.6950166,5638919364.416462,88901.24869921748,10.625,-2.4375,11.25,0.5725490451,2.0,5.0,30U,704051.3536950164,5638919.3644164605,88901.24869921748,-73.38713074705561,-73.70032415116611
231,15522.217754,704051370.2154138,5638919309.045318,88903.88024170497,10.25,-2.4375,11.6875,0.5647059083,4.0,5.0,30U,704051.3702154139,5638919.309045319,88903.88024170497,-73.21580753299872,-73.32532415116611
232,15590.618848,704051389.2098693,5638919246.06986,88906.62943729812,10.25,-2.375,12.1875,0.5647059083,4.0,,,704051.3892098694,5638919.246069859,88906.62943729812,-73.150356173293,-73.32532415116611
233,15659.299369,704051408.4738587,5638919182.463683,88909.3568461901,10.0625,-2.3125,12.1875,0.5803921819,7.0,5.0,30U,704051.4084738586,5638919.182463678,88909.3568461901,-73.23795646281133,-73.13782415116611
234,15725.756296,704051427.0859371,5638919120.66958,88912.06614826858,10.0,-2.5,12.5625,0.5647059083,3.0,2.0,30U,704051.427085937,5638919.120669582,88912.06614826858,-73.37048095127341,-73.07532415116611
235,15791.261452,704051445.326241,5638919059.598641,88914.78643353593,10.0,-2.5625,12.0,0.5647059083,2.0,,,704051.4453262406,5638919.0595986415,88914.78643353593,-73.23878600266073,-73.07532415116611
236,15859.284056,704051464.5057976,5638918995.917117,88917.51893312349,10.6875,-2.0625,11.9375,0.5254902244,3.0,2.0,30U,704051.4645057976,5638918.995917117,88917.51893312349,-73.35298314865554,-73.76282415116611
237,15922.779629,704051482.3785254,5638918936.143444,88920.14899694028,10.1875,-2.125,12.125,0.5647059083,1.0,2.0,30U,704051.4823785254,5638918.936143446,88920.14899694029,-73.29166426735958,-73.26282415116611
238,15992.11916,704051501.9394943,5638918870.977788,88922.90212999613,10.1875,-2.4375,12.125,0.5647059083,1.0,,,704051.5019394944,5638918.870977787,88922.90212999616,-73.2635185626383,-73.26282415116611
239,16058.601608,704051520.8514533,5638918808.086461,88925.5723876925,10.25,-1.9375,12.25,0.5568627715,2.0,5.0,30U,704051.5208514539,5638918.80808646,88925.5723876925,-73.30857813338145,-73.32532415116611
240,16123.709941,704051539.4086369,5638918746.198493,88928.26520323071,9.8125,-1.3125,12.375,0.5568627715,2.0,5.0,30U,704051.5394086364,5638918.746198487,88928.26520323071,-73.3661007928406,-72.88782415116611
241,16189.023587,704051557.9867079,5638918684.013991,88930.94161456774,9.25,-1.8125,11.5,0.5411764979,4.0,,,704051.5579867079,5638918.684013992,88930.94161456774,-73.1350565578494,-72.32532415116611
242,16259.55265,704051578.3733029,5638918616.765903,88933.64967547891,8.875,-2.0,11.6875,0.5803921819,4.0,5.0,30U,704051.578373303,5638918.616765905,88933.64967547891,-73.33534239456742,-71.95032415116611
243,16322.599472,704051596.5042156,5638918556.196708,88936.00641256807,8.6875,-1.75,11.8125,0.5333333611,4.0,5.0,30U,704051.5965042161,5638918.556196708,88936.00641256807,-73.07487666889176,-71.76282415116611
244,16396.476399,704051617.981239,5638918485.618778,88938.27507335937,8.8125,-1.6875,11.875,0.5803921819,3.0,,,704051.6179812392,5638918.4856187785,88938.27507335937,-73.30370361447473,-71.88782415116611
245,16456.542597,704051635.4118595,5638918427.505847,88940.29778167898,9.0,-1.5625,11.8125,0.5568627715,3.0,5.0,30U,704051.6354118597,5638918.427505847,88940.297781679,-73.09372080456603,-72.07532415116611
246,16525.680202,704051655.6631854,5638918360.877134,88942.19918104188,9.0625,-0.9375,11.625,0.5882353187,3.0,5.0,30U,704051.6556631858,5638918.360877138,88942.19918104188,-73.24741678455729,-72.13782415116611
247,16589.913431,704051674.3666229,5638918298.742566,88943.79385969548,9.5,-0.875,12.0,0.5490196347,6.0,,,704051.6743666229,5638918.298742571,88943.79385969548,-72.99456740129415,-72.57532415116611
248,16657.947181,704051694.514966,5638918232.862653,88945.37191007691,9.375,-1.1875,11.6875,0.5490196347,6.0,5.0,30U,704051.6945149662,5638918.232862651,88945.37191007691,-72.98051131497465,-72.45032415116611
249,16726.038951,704051714.725857,5638918166.83613,88946.7029004116,9.625,-1.25,11.9375,0.5803921819,8.0,5.0,30U,704051.7147258576,5638918.166836137,88946.7029004116,-73.01366487078661,-72.70032415116611
250,16792.737649,704051734.5002898,5638918102.101669,88947.77028815748,9.875,-1.625,12.25,0.5960784554,7.0,,,704051.7345002901,5638918.102101668,88947.77028815748,-72.88564135532465,-72.95032415116611
251,16858.092545,704051754.1063986,5638918038.4277935,88948.75168224078,10.0625,-1.3125,12.8125,0.5803921819,7.0,5.0,30U,704051.7541063994,5638918.038427796,88948.75168224078,-72.72585698588028,-73.13782415116611
252,16928.551503,704051775.4238381,5638917969.876434,88949.53607306803,10.25,-1.125,11.6875,0.5490196347,-1.0,5.0,30U,704051.775423838,5638917.969876435,88949.53607306803,-72.89632281250488,-73.32532415116611
253,16989.583066,704051793.7853321,5638917910.205095,88949.97871448017,10.625,-0.6875,11.5625,0.5882353187,-1.0,,,704051.7937853326,5638917.91020509,88949.97871448017,-72.48675918001072,-73.70032415116611
254,17058.14791,704051814.8861552,5638917843.335716,88950.41434271602,10.625,-1.1875,11.5625,0.5490196347,2.0,5.0,30U,704051.8148861552,5638917.843335719,88950.41434271602,-72.39926026857853,-73.70032415116611
255,17127.43166,704051836.330788,5638917775.736698,88950.60244507054,10.1875,-0.8125,12.0,0.5882353187,0.0,5.0,30U,704051.8363307883,5638917.775736698,88950.60244507057,-72.48138816209757,-73.26282415116611
256,17191.376243,704051856.0727432,5638917713.194066,88950.54661646536,10.0625,-0.875,12.125,0.5882353187,2.0,,,704051.8560727427,5638917.713194066,88950.54661646538,-72.23992647960767,-73.13782415116611
257,17256.448066,704051876.4804548,5638917649.478973,88950.41389052095,9.75,-0.25,11.6875,0.5882353187,2.0,5.0,30U,704051.8764804548,5638917.649478975,88950.41389052097,-71.95270741576911,-72.82532415116611
258,17328.622441,704051899.4235189,5638917579.065297,88950.12050670054,9.5625,-0.875,10.9375,0.6039215922,3.0,5.0,30U,704051.8994235194,5638917.579065296,88950.12050670054,-71.95905386954115,-72.63782415116611
259,17395.521764,704051920.7151386,5638917513.69542,88949.57758031705,9.5625,-0.1875,10.75,0.5725490451,0.0,,,704051.9207151387,5638917.513695424,88949.57758031705,-71.77421179868912,-72.63782415116611
260,17460.78916,704051941.7609409,5638917449.781222,88948.9269087816,9.4375,-0.625,11.25,0.5960784554,0.0,5.0,30U,704051.9417609406,5638917.449781221,88948.9269087816,-71.64995566854134,-72.51282415116611
261,17525.677493,704051962.8468494,5638917386.209638,88948.0605013241,9.0625,-0.5625,11.5625,0.5882353187,0.0,5.0,30U,704051.9628468491,5638917.386209636,88948.0605013241,-71.50703096752159,-72.13782415116611
262,17591.445566,704051984.3633145,5638917321.877468,88947.19346740533,8.6875,-0.5625,10.8125,0.5882353187,0.0,,,704051.9843633143,5638917.321877466,88947.19346740533,-71.19182223062768,-71.76282415116611
263,17660.149784,704052007.2284122,5638917254.743091,88946.22336088322,8.625,-0.6875,10.375,0.5490196347,0.0,5.0,30U,704052.0072284124,5638917.254743092,88946.22336088322,-70.99519795044705,-71.70032415116611
264,17732.145149,704052031.4189916,5638917184.507671,88945.026239726,8.25,-1.3125,9.5,0.5803921819,0.0,5.0,30U,704052.0314189916,5638917.184507672,88945.026239726,-71.15480976690867,-71.32532415116611
265,17790.127805,704052050.8549688,5638917127.562127,88943.85955049298,7.9375,-1.3125,9.875,0.5803921819,2.0,,,704052.0508549686,5638917.127562128,88943.85955049298,-70.60633979826264,-71.01282415116611
266,17860.43593,704052074.9886909,5638917059.006495,88942.58603644707,7.8125,-1.625,10.0,0.5411764979,0.0,5.0,30U,704052.0749886908,5638917.059006498,88942.58603644707,-70.49744950475053,-70.88782415116611
267,17926.699993,704052097.9093043,5638916994.289831,88941.35987259651,7.5,-2.0625,9.9375,0.5882353187,0.0,2.0,30U,704052.0979093047,5638916.994289837,88941.35987259651,-70.25720488794866,-70.57532415116611
268,17993.784628,704052121.3591378,5638916928.950812,88940.17780274419,6.9375,-2.3125,9.5,0.5882353187,0.0,,,704052.1213591377,5638916.928950809,88940.17780274419,-70.03306520797628,-70.01282415116611
269,18057.951138,704052144.0850202,5638916866.399664,88938.89083595203,6.875,-2.3125,9.0625,0.5803921819,2.0,5.0,30U,704052.1440850209,5638916.866399664,88938.89083595203,-69.6591413200428,-69.95032415116611
270,18133.979472,704052171.4109119,5638916792.689767,88937.59879585989,6.4375,-2.125,8.625,0.5411764979,1.0,5.0,30U,704052.1714109118,5638916.792689768,88937.59879585989,-69.67428193902651,-69.51282415116611
271,18192.832076,704052192.6781962,5638916735.276042,88936.4826204005,6.25,-2.5625,8.5,0.5803921819,1.0,,,704052.1926781962,5638916.735276042,88936.4826204005,-69.25336798065553,-69.32532415116611
272,18260.971555,704052217.7121636,5638916669.188288,88935.21404871844,5.75,-2.5625,8.75,0.5803921819,3.0,,,704052.2177121636,5638916.669188289,88935.21404871844,-68.91317010770143,-68.82532415116611
273,18330.441451,704052243.6348083,5638916601.96218,88933.88499030154,5.5,-2.875,9.4375,0.5647059083,1.0,5.0,30U,704052.2436348086,5638916.601962179,88933.88499030154,-68.64295168859098,-68.57532415116611
274,18398.844055,704052269.4567349,5638916535.926713,88932.6601082788,4.875,-2.9375,9.0625,0.5647059083,0.0,,,704052.269456735,5638916.535926714,88932.6601082788,-68.41313667869991,-67.95032415116611
