gps quality,lat,lon,altitude,roll,pitch,yaw,image name,timestamp
4,50.8651123333,-0.0919466667,71.7000000000,3.2500000000,-5.1875000000,359.9375000000,image0.jpg,2.4151570000
4,50.8651123333,-0.0919468333,71.8000000000,3.2500000000,-5.1875000000,359.9375000000,image1.jpg,201.6755210000
4,50.8651123333,-0.0919468333,71.8000000000,3.2500000000,-5.1875000000,359.9375000000,image2.jpg,401.6954170000
4,50.8651123333,-0.0919468333,71.8000000000,3.2500000000,-5.1875000000,359.9375000000,image3.jpg,602.4404170000
4,50.8651123333,-0.0919468333,71.7000000000,3.2500000000,-5.1875000000,359.9375000000,image4.jpg,802.7548440000
4,50.8651123333,-0.0919468333,71.7000000000,3.2500000000,-5.1875000000,359.9375000000,image5.jpg,1003.0779690000
4,50.8651123333,-0.0919468333,71.7000000000,3.2500000000,-5.1875000000,359.9375000000,image6.jpg,1202.8453650000
4,50.8651121667,-0.0919468333,71.8000000000,3.2500000000,-5.1875000000,359.9375000000,image7.jpg,1402.0168230000
4,50.8651123333,-0.0919468333,71.7000000000,4.0000000000,-5.0000000000,358.8750000000,image8.jpg,1602.1025520000
4,50.8651118333,-0.0919461667,71.7000000000,2.9375000000,-5.3125000000,358.6875000000,image9.jpg,1802.3564060000
4,50.8651108333,-0.0919455000,71.7000000000,3.7500000000,-6.0000000000,358.1250000000,image10.jpg,2003.1061460000
4,50.8651096667,-0.0919445000,71.7000000000,2.6875000000,-6.8750000000,356.5000000000,image11.jpg,2203.1902600000
4,50.8651086667,-0.0919435000,71.7000000000,0.6250000000,-6.6250000000,356.5000000000,image12.jpg,2403.5000000000
4,50.8651075000,-0.0919423333,71.7000000000,2.6250000000,-5.3750000000,356.5000000000,image13.jpg,2603.5597390000
4,50.8651063333,-0.0919411667,71.7000000000,1.0625000000,-5.5625000000,355.8750000000,image14.jpg,2802.4724470000
4,50.8651053333,-0.0919401667,71.7000000000,1.3125000000,-6.3750000000,355.6250000000,image15.jpg,3002.6575510000
4,50.8651043333,-0.0919388333,71.7000000000,2.3125000000,-6.2500000000,355.2500000000,image16.jpg,3202.9120300000
4,50.8651033333,-0.0919378333,71.7000000000,2.0000000000,-6.6875000000,353.3125000000,image17.jpg,3402.7308320000
4,50.8651025000,-0.0919366667,71.7000000000,1.8750000000,-6.1250000000,351.1250000000,image18.jpg,3602.8319780000
4,50.8651016667,-0.0919355000,71.6000000000,1.6875000000,-6.3750000000,348.5000000000,image19.jpg,3802.9234890000
4,50.8651010000,-0.0919343333,71.6000000000,3.2500000000,-6.6875000000,347.1875000000,image20.jpg,4002.9864050000
4,50.8651000000,-0.0919331667,71.6000000000,2.2500000000,-6.9375000000,346.6875000000,image21.jpg,4202.9803110000
4,50.8650993333,-0.0919318333,71.6000000000,3.3125000000,-6.6875000000,346.3125000000,image22.jpg,4403.1120300000
4,50.8650985000,-0.0919305000,71.6000000000,1.6875000000,-5.7500000000,345.9375000000,image23.jpg,4603.3960400000
4,50.8650976667,-0.0919293333,71.6000000000,1.3125000000,-5.5625000000,346.0000000000,image24.jpg,4803.2345820000
4,50.8650968333,-0.0919281667,71.6000000000,2.1250000000,-5.0000000000,345.9375000000,image25.jpg,5003.3316650000
4,50.8650960000,-0.0919270000,71.6000000000,1.2500000000,-5.0000000000,346.2500000000,image26.jpg,5203.3385400000
4,50.8650951667,-0.0919256667,71.6000000000,1.3125000000,-5.2500000000,346.0625000000,image27.jpg,5403.4960400000
