gps quality,lat,lon,altitude,roll,pitch,yaw,image name,timestamp
4,50.8634190000,-0.0939380000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image0.jpg,3.4855750000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image1.jpg,202.6253310000
4,50.8634193333,-0.0939376667,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image2.jpg,402.7011430000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image3.jpg,602.7703600000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image4.jpg,801.8463340000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image5.jpg,1001.9549960000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image6.jpg,1202.0315680000
4,50.8634193333,-0.0939376667,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image7.jpg,1402.6574350000
4,50.8634193333,-0.0939376667,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image8.jpg,1603.0879200000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image9.jpg,1803.1741460000
4,50.8634193333,-0.0939376667,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image10.jpg,2003.2318770000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image11.jpg,2203.2922640000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image12.jpg,2402.4124380000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image13.jpg,2602.4736850000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image14.jpg,2802.6079460000
4,50.8634193333,-0.0939375000,56.6000000000,7.7500000000,-1.5625000000,0.0000000000,image15.jpg,3003.1720950000
