Frame,Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],GPS quality,UTM zone,fitted x deg 1,fitted y deg 1,fitted z deg 1,gps_h deg 1,corrected IMU heading [degrees]
134,9056.63833,704048702.3669127,5638925477.50551,88392.29149648873,0.5,-7.625,4.1875,0.4862745106,1.0,5.0,30U,704048.7023669134,5638925.47750551,88392.29149648873,-72.5916770849255,-67.40933436492469
135,9118.839319,704048721.1535994,5638925417.587624,88383.20738991062,0.25,-8.3125,4.6875,0.5647059083,0.0,,,704048.7211535997,5638925.417587624,88383.20738991062,-74.78143087150261,-67.15933436492469
136,9188.808382,704048741.9586707,5638925341.11021,88372.9807652823,0.0625,-8.25,5.5625,0.5647059083,1.0,5.0,30U,704048.7419586709,5638925.34111021,88372.98076528228,-74.07698704408796,-66.97183436492469
137,9257.424579,704048762.4557884,5638925269.264054,88365.28067475054,359.75,-9.1875,5.875,0.5803921819,0.0,5.0,30U,704048.7624557887,5638925.269264055,88365.28067475054,-73.75056678759972,-66.65933436492469
138,9320.075152,704048780.9513626,5638925205.806279,88359.13928591096,358.9375,-9.4375,5.875,0.5882353187,1.0,,,704048.7809513628,5638925.205806279,88359.13928591096,-74.40379744232519,-65.84683436492469
139,9387.715048,704048801.3143264,5638925132.855671,88351.2704546228,358.875,-9.5625,5.25,0.5882353187,-1.0,5.0,30U,704048.8013143265,5638925.132855671,88351.2704546228,-74.28770870366071,-65.78433436492469
140,9454.977496,704048821.5145959,5638925061.050058,88343.70810134988,358.6875,-8.5625,5.9375,0.5803921819,1.0,5.0,30U,704048.8215145961,5638925.061050058,88343.70810134988,-74.42599777098656,-65.59683436492469
141,9524.922079,704048842.2105595,5638924986.79538,88336.26261963078,358.375,-7.1875,6.6875,0.5333333611,7.0,,,704048.8422105599,5638924.986795381,88336.26261963078,-74.59024274789004,-65.28433436492469
142,9588.862809,704048861.32542,5638924917.44545,88328.97426331067,358.3125,-6.3125,7.75,0.5803921819,14.0,5.0,30U,704048.8613254202,5638924.917445449,88328.97426331067,-74.72634321019973,-65.22183436492469
143,9652.742548,704048880.1565354,5638924848.4859295,88321.48968754287,358.375,-6.0625,8.375,0.5803921819,17.0,5.0,30U,704048.8801565357,5638924.848485929,88321.48968754287,-75.0110754520395,-65.28433436492469
144,9722.941819,704048900.5316287,5638924772.386207,88313.185080853,358.8125,-5.25,9.125,0.5882353187,21.0,,,704048.900531629,5638924.772386207,88313.185080853,-75.0452689158767,-65.72183436492469
145,9787.997236,704048919.6410283,5638924700.842901,88305.20246617681,0.25,-4.75,10.0625,0.6039215922,22.0,5.0,30U,704048.9196410285,5638924.700842902,88305.20246617681,-75.42611278270988,-67.15933436492469
146,9858.96885,704048940.0849392,5638924622.210623,88296.2771703243,2.5,-4.0,9.8125,0.5882353187,20.0,2.0,30U,704048.9400849394,5638924.622210622,88296.2771703243,-75.72145558999546,-69.40933436492469
147,9921.057913,704048957.3636181,5638924554.317451,88288.5243979892,4.1875,-4.125,9.625,0.5882353187,19.0,,,704048.9573636185,5638924.55431745,88288.5243979892,-75.59865394479755,-71.09683436492469
148,9988.322965,704048976.6823406,5638924479.083333,88279.71600166877,5.75,-4.0,9.375,0.5176470876,18.0,2.0,30U,704048.9766823408,5638924.479083332,88279.71600166878,-75.9328373040928,-72.65933436492469
149,10052.25036,704048994.5935041,5638924407.602641,88271.67752708911,7.625,-3.3125,10.3125,0.611764729,17.0,2.0,30U,704048.9945935044,5638924.40760264,88271.67752708911,-76.0886593558713,-74.53433436492469
150,10128.67385,704049016.0150372,5638924321.115654,88261.4315818706,9.3125,-3.8125,10.0,0.6196078658,16.0,,,704049.0160150373,5638924.321115654,88261.4315818706,-76.20706975719855,-76.22183436492469
151,10185.339944,704049031.6274468,5638924257.519432,88253.96158153706,10.5,-3.0,10.0,0.6196078658,14.0,5.0,30U,704049.031627447,5638924.257519433,88253.96158153706,-76.17231472185472,-77.40933436492469
152,10259.056871,704049052.3902024,5638924173.164615,88243.96553509156,12.0625,-3.0625,10.5625,0.5411764979,11.0,5.0,30U,704049.0523902022,5638924.173164615,88243.96553509156,-76.39735055530929,-78.97183436492469
153,10324.078746,704049070.2861328,5638924099.206664,88235.38246783664,13.0,-3.0,10.75,0.6352941394,9.0,,,704049.070286133,5638924.099206666,88235.38246783664,-76.37375098306632,-79.90933436492469
154,10387.041819,704049087.7876225,5638924027.008915,88226.81803166802,14.0,-2.8125,10.9375,0.6352941394,8.0,5.0,30U,704049.0877876228,5638924.027008916,88226.81803166802,-76.38871561070357,-80.90933436492469
155,10454.445412,704049106.6065528,5638923949.287762,88217.48895420709,14.25,-2.75,11.0625,0.6274510026,9.0,,,704049.106606553,5638923.949287761,88217.48895420709,-76.19177661573269,-81.15933436492469
156,10525.304839,704049126.8518002,5638923866.914916,88207.38078186028,14.4375,-3.75,11.25,0.6274510026,10.0,5.0,30U,704049.1268518001,5638923.866914918,88207.3807818603,-76.36433326051139,-81.34683436492469
157,10585.936819,704049143.8969551,5638923796.650102,88198.82897152967,15.25,-3.0625,10.6875,0.6274510026,7.0,5.0,30U,704049.1438969552,5638923.796650101,88198.82897152967,-76.2682643122289,-82.15933436492469
158,10656.477339,704049164.0596446,5638923714.138074,88188.57040981993,15.8125,-3.1875,11.625,0.6039215922,5.0,5.0,30U,704049.1640596448,5638923.714138073,88188.57040981993,-76.41577102082294,-82.72183436492469
159,10723.323537,704049182.9126828,5638923636.114991,88178.684715045,16.25,-2.875,11.6875,0.5647059083,4.0,,,704049.182912683,5638923.636114991,88178.684715045,-76.1139195571235,-83.15933436492469
160,10794.645881,704049203.6644812,5638923552.173421,88168.0619261627,16.8125,-2.8125,12.0,0.6039215922,1.0,5.0,30U,704049.2036644812,5638923.55217342,88168.0619261627,-76.41330666600015,-83.72183436492469
161,10854.962704,704049220.7370386,5638923481.5321455,88159.0318237776,16.875,-2.9375,11.625,0.6039215922,0.0,,,704049.2207370385,5638923.481532146,88159.0318237776,-76.06556211619943,-83.78433436492469
162,10924.765985,704049241.2254834,5638923398.955056,88148.48761592738,16.8125,-3.125,11.125,0.6274510026,0.0,5.0,30U,704049.2412254834,5638923.398955056,88148.48761592738,-76.15270378591822,-83.72183436492469
163,10988.106662,704049259.7008432,5638923324.0040045,88139.06739736785,16.25,-3.375,11.375,0.5882353187,0.0,5.0,30U,704049.2597008436,5638923.324004004,88139.06739736786,-76.05333080087053,-83.15933436492469
164,11054.97937,704049279.4138496,5638923244.624764,88129.14894082869,15.4375,-3.1875,11.9375,0.6274510026,0.0,5.0,30U,704049.2794138498,5638923.244624765,88129.14894082869,-75.90979121274222,-82.34683436492469
165,11128.346714,704049301.3320194,5638923157.301718,88118.23656714296,14.75,-3.375,11.9375,0.6901960969,0.0,,,704049.3013320196,5638923.157301718,88118.23656714296,-75.97222657149638,-81.65933436492469
166,11189.754735,704049319.565896,5638923084.320362,88109.13985461534,14.0625,-3.125,12.125,0.6745098233,0.0,5.0,30U,704049.3195658958,5638923.084320363,88109.13985461534,-75.95572999962599,-80.97183436492469
167,11252.494891,704049338.2757969,5638923009.525291,88099.7817514129,13.6875,-3.75,12.25,0.7372549176,0.0,,,704049.3382757969,5638923.009525292,88099.7817514129,-75.6921709111204,-80.59683436492469
168,11322.405933,704049359.6662596,5638922925.655045,88089.20980047008,13.1875,-3.875,12.4375,0.721568644,1.0,5.0,30U,704049.3596662596,5638922.925655047,88089.20980047008,-75.64099184820026,-80.09683436492469
169,11390.364162,704049380.6049207,5638922843.861453,88078.92320905176,12.9375,-4.25,12.125,0.8000000119,1.0,5.0,30U,704049.3806049209,5638922.8438614495,88078.92320905176,-75.7191774601996,-79.84683436492469
170,11456.005464,704049400.7633351,5638922764.6661,88068.86551898737,12.625,-4.125,12.125,0.7764706016,4.0,5.0,30U,704049.400763335,5638922.7646661,88068.86551898737,-75.53540142173085,-79.53433436492469
171,11530.882912,704049424.1556828,5638922673.983498,88057.33144357293,12.625,-3.375,12.125,0.7843137383,2.0,,,704049.424155683,5638922.673983496,88057.33144357293,-75.62508838961855,-79.53433436492469
172,11592.154474,704049443.1498221,5638922599.871498,88047.91249842147,13.1875,-4.4375,12.0,0.8549019694,4.0,5.0,30U,704049.4431498222,5638922.599871499,88047.91249842149,-75.63335315442515,-80.09683436492469
173,11654.112079,704049462.3890994,5638922524.757966,88038.2842345512,13.0625,-4.5,12.3125,0.870588243,3.0,5.0,30U,704049.4623890992,5638922.524757965,88038.2842345512,-75.4932533737994,-79.97183436492469
174,11724.275151,704049484.4664735,5638922439.432539,88027.25847667565,13.25,-4.5625,12.3125,0.9647058845,5.0,,,704049.4844664736,5638922.439432541,88027.25847667566,-75.43048352557071,-80.15933436492469
175,11789.105256,704049504.9787841,5638922360.512459,88017.0849502541,13.25,-4.875,12.0,1.003921628,3.0,5.0,30U,704049.504978784,5638922.360512459,88017.0849502541,-75.33790963127535,-80.15933436492469
176,11859.504318,704049527.4898094,5638922274.473642,88005.8806808487,13.1875,-4.375,11.375,1.003921628,2.0,5.0,30U,704049.5274898097,5638922.274473644,88005.8806808487,-75.51402597326677,-80.09683436492469
177,11920.911453,704049546.8506906,5638922199.535004,87996.0579587691,13.125,-4.0625,11.1875,1.003921628,4.0,,,704049.5468506905,5638922.199534998,87996.0579587691,-75.15900567668848,-80.03433436492469
178,11991.96411,704049569.9191043,5638922112.476815,87984.79270878457,13.125,-4.0625,11.5625,1.003921628,2.0,5.0,30U,704049.5699191043,5638922.112476816,87984.79270878457,-75.28317660091574,-80.03433436492469
