Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],Filename,GPS quality,UTM zone,fitted x deg 1,fitted y deg 1,fitted z deg 1,gps_h deg 1,corrected IMU heading [degrees]
9056.63833,704048.7101940437,5638925.186129173,88400.0,0.5,-7.625,4.1875,0.4862745106,1.0,image134.jpg,5.0,30U,704048.7023669134,5638925.47750551,88392.29149648873,-72.5916770849255,-67.40933436492469
9118.839319,,,,0.25,-8.3125,4.6875,0.5647059083,0.0,image135.jpg,,,704048.7211535997,5638925.417587624,88383.20738991062,-74.78143087150261,-67.15933436492469
9188.808382,704048.7358292228,5638925.131464455,88300.0,0.0625,-8.25,5.5625,0.5647059083,1.0,image136.jpg,5.0,30U,704048.7419586709,5638925.34111021,88372.98076528228,-74.07698704408796,-66.97183436492469
9257.424579,704048.7614644027,5638925.076799736,88300.0,359.75,-9.1875,5.875,0.5803921819,0.0,image137.jpg,5.0,30U,704048.7624557887,5638925.269264055,88365.28067475054,-73.75056678759972,-66.65933436492469
9320.075152,,,,358.9375,-9.4375,5.875,0.5882353187,1.0,image138.jpg,,,704048.7809513628,5638925.205806279,88359.13928591096,-74.40379744232519,-65.84683436492469
9387.715048,704048.7885556351,5638924.985077582,88300.0,358.875,-9.5625,5.25,0.5882353187,-1.0,image139.jpg,5.0,30U,704048.8013143265,5638925.132855671,88351.2704546228,-74.28770870366071,-65.78433436492469
9454.977496,704048.839097971,5638924.894276865,88300.0,358.6875,-8.5625,5.9375,0.5803921819,1.0,image140.jpg,5.0,30U,704048.8215145961,5638925.061050058,88343.70810134988,-74.42599777098656,-65.59683436492469
9524.922079,,,,358.375,-7.1875,6.6875,0.5333333611,7.0,image141.jpg,,,704048.8422105599,5638924.986795381,88336.26261963078,-74.59024274789004,-65.28433436492469
9588.862809,704048.877914757,5638924.803015431,88300.0,358.3125,-6.3125,7.75,0.5803921819,14.0,image142.jpg,5.0,30U,704048.8613254202,5638924.917445449,88328.97426331067,-74.72634321019973,-65.22183436492469
9652.742548,704048.9277290694,5638924.730743432,88300.0,358.375,-6.0625,8.375,0.5803921819,17.0,image143.jpg,5.0,30U,704048.8801565357,5638924.848485929,88321.48968754287,-75.0110754520395,-65.28433436492469
9722.941819,,,,358.8125,-5.25,9.125,0.5882353187,21.0,image144.jpg,,,704048.900531629,5638924.772386207,88313.185080853,-75.0452689158767,-65.72183436492469
9787.997236,704048.9907249883,5638924.621874716,88300.0,0.25,-4.75,10.0625,0.6039215922,22.0,image145.jpg,5.0,30U,704048.9196410285,5638924.700842902,88305.20246617681,-75.42611278270988,-67.15933436492469
9858.96885,704049.0060906744,5638924.529691844,88300.0,2.5,-4.0,9.8125,0.5882353187,20.0,image146.jpg,2.0,30U,704048.9400849394,5638924.622210622,88296.2771703243,-75.72145558999546,-69.40933436492469
9921.057913,,,,4.1875,-4.125,9.625,0.5882353187,19.0,image147.jpg,,,704048.9573636185,5638924.55431745,88288.5243979892,-75.59865394479755,-71.09683436492469
9988.322965,704049.0449074655,5638924.438430411,88200.0,5.75,-4.0,9.375,0.5176470876,18.0,image148.jpg,2.0,30U,704048.9766823408,5638924.479083332,88279.71600166878,-75.9328373040928,-72.65933436492469
10052.25036,704049.0844522847,5638924.328640258,88300.0,7.625,-3.3125,10.3125,0.611764729,17.0,image149.jpg,2.0,30U,704048.9945935044,5638924.40760264,88271.67752708911,-76.0886593558713,-74.53433436492469
