Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],Filename,GPS quality,UTM zone,fitted x deg 1,fitted y deg 1,fitted z deg 1,gps_h deg 1,corrected IMU heading [degrees]
7875.752445,704048307.6115341,5638917954.385639,84242.24746389623,359.9375,-6.5625,2.6875,0.2588235438,0.0,image47.jpg,5,30U,704048.307611534,5638917.954385636,84242.24746389623,-67.07779768433772,-63.78547094526641
8035.546299,704048333.5699507,5638917892.999829,84252.42043953671,359.8125,-7.0,2.6875,0.3137255013,0.0,image48.jpg,5,30U,704048.3335699507,5638917.892999829,84252.42043953671,-67.70860172628454,-63.66047094526641
8192.414528,704048358.7868263,5638917831.488431,84262.67627940542,359.1875,-7.6875,2.9375,0.3450980484,3.0,image49.jpg,5,30U,704048.3587868264,5638917.831488431,84262.67627940542,-67.47548115021368,-63.03547094526641
8356.518539,704048386.2968111,5638917765.153756,84274.09199832863,358.625,-7.6875,3.875,0.501960814,18.0,image50.jpg,2,30U,704048.3862968113,5638917.765153756,84274.09199832863,-67.25924321482466,-62.47297094526641
8519.617705,704048414.1666558,5638917698.661644,84285.80364983939,359.75,-8.375,5.125,0.5254902244,19.0,image51.jpg,2,30U,704048.4141666559,5638917.698661644,84285.80364983939,-67.55821663650158,-63.59797094526641
8674.67057,704048440.1185269,5638917635.827783,84296.62020138257,2.3125,-8.0,4.6875,0.5490196347,17.0,image52.jpg,2,30U,704048.4401185269,5638917.635827784,84296.62020138257,-66.57089153399795,-66.16047094526641
8840.263434,704048469.7845705,5638917567.369046,84308.7283802105,4.0625,-5.875,7.0,0.5803921819,14.0,image53.jpg,2,30U,704048.4697845703,5638917.567369045,84308.7283802105,-66.47305076059126,-67.91047094526641
9002.122341,704048498.9251277,5638917500.436461,84320.7033374471,5.625,-4.125,8.3125,0.5960784554,10.0,image54.jpg,2,30U,704048.4989251278,5638917.500436461,84320.7033374471,-66.54926674938667,-69.47297094526641
9160.157653,704048527.3022722,5638917435.0197315,84332.29823990552,6.5,-3.125,8.75,0.5568627715,9.0,image55.jpg,2,30U,704048.5273022722,5638917.435019731,84332.29823990552,-66.31680331221423,-70.34797094526641
9321.786351,704048556.9459636,5638917367.43567,84344.45446222063,7.25,-3.0625,9.125,0.5803921819,16.0,image56.jpg,2,30U,704048.5569459635,5638917.36743567,84344.45446222063,-65.87226006391086,-71.09797094526641
9490.404372,704048588.8899567,5638917296.116636,84357.40649595343,8.5,-2.3125,9.4375,0.5490196347,19.0,image57.jpg,2,30U,704048.5888899568,5638917.296116636,84357.40649595343,-65.72649840423577,-72.34797094526641
9659.964476,704048621.4103211,5638917224.003108,84370.84371013711,10.125,-2.0625,9.5625,0.5568627715,16.0,image58.jpg,2,30U,704048.6214103213,5638917.224003107,84370.84371013711,-65.6710379536529,-73.97297094526641
9827.589163,704048653.7014924,5638917152.582371,84384.68784645209,11.4375,-1.8125,10.3125,0.5960784554,13.0,image59.jpg,2,30U,704048.6537014924,5638917.152582371,84384.68784645209,-65.61824608838424,-75.28547094526641
9994.449892,704048686.1863884,5638917080.909151,84398.86341747317,12.875,-1.9375,10.75,0.5647059083,10.0,image60.jpg,2,30U,704048.6861863887,5638917.0809091525,84398.86341747317,-65.52782118996822,-76.72297094526641
10159.117653,704048718.5351713,5638917009.834792,84413.24207293248,13.4375,-1.9375,10.875,0.611764729,11.0,image61.jpg,5,30U,704048.7185351715,5638917.009834791,84413.24207293248,-65.15161225164957,-77.28547094526641
10327.720725,704048753.009384,5638916935.390936,84428.21965431406,14.3125,-1.625,11.0,0.5960784554,8.0,image62.jpg,5,30U,704048.7530093843,5638916.935390935,84428.21965431406,-65.03633433608275,-78.16047094526641
10495.553538,704048788.1343228,5638916859.940378,84443.04242535411,14.8125,-1.5,11.0,0.6039215922,8.0,image63.jpg,2,30U,704048.7881343229,5638916.859940378,84443.04242535411,-64.97354991143703,-78.66047094526641
10661.22109,704048823.4625607,5638916784.269951,84457.8335495719,15.3125,-1.8125,11.5,0.6039215922,7.0,image64.jpg,2,30U,704048.8234625608,5638916.784269949,84457.8335495719,-64.38383677993556,-79.16047094526641
