gps quality,lat,lon,altitude,roll,pitch,yaw,image name,timestamp
5,50.8651091667,-0.0919450000,71.0000000000,3.1250000000,-5.0625000000,0.0000000000,image0.jpg,2.5806770000
5,50.8651095000,-0.0919461667,71.4000000000,3.1250000000,-5.0625000000,0.0000000000,image1.jpg,201.5729680000
5,50.8651095000,-0.0919461667,71.4000000000,3.1250000000,-5.0625000000,0.0000000000,image2.jpg,401.8636450000
5,50.8651096667,-0.0919461667,71.4000000000,3.1250000000,-5.0625000000,0.0000000000,image3.jpg,602.6708850000
5,50.8651096667,-0.0919463333,71.4000000000,3.1250000000,-5.0625000000,0.0000000000,image4.jpg,802.7076040000
5,50.8651096667,-0.0919463333,71.5000000000,3.1250000000,-5.0625000000,0.0000000000,image5.jpg,1003.0050510000
5,50.8651098333,-0.0919461667,71.5000000000,3.1250000000,-5.0625000000,0.0000000000,image6.jpg,1203.1495310000
5,50.8651098333,-0.0919463333,71.5000000000,3.1250000000,-5.0625000000,0.0000000000,image7.jpg,1402.0224990000
5,50.8651098333,-0.0919463333,71.5000000000,3.1250000000,-5.0625000000,0.0000000000,image8.jpg,1602.1479160000
4,50.8651123333,-0.0919466667,71.7000000000,3.1250000000,-5.0625000000,0.0000000000,image9.jpg,1802.4166140000
4,50.8651123333,-0.0919468333,71.8000000000,3.1250000000,-5.0625000000,0.0000000000,image10.jpg,2003.5252070000
4,50.8651123333,-0.0919468333,71.8000000000,3.1250000000,-5.0625000000,0.0000000000,image11.jpg,2203.4865090000
4,50.8651123333,-0.0919468333,71.7000000000,3.1250000000,-5.0625000000,0.0000000000,image12.jpg,2403.5665610000
4,50.8651123333,-0.0919468333,71.8000000000,3.1250000000,-5.0625000000,0.0000000000,image13.jpg,2603.2834360000
4,50.8651123333,-0.0919468333,71.7000000000,3.1250000000,-5.0625000000,0.0000000000,image14.jpg,2802.5641650000
4,50.8651123333,-0.0919468333,71.7000000000,3.1250000000,-5.0625000000,0.0000000000,image15.jpg,3002.6968220000
4,50.8651123333,-0.0919468333,71.8000000000,3.1250000000,-5.0625000000,0.0000000000,image16.jpg,3203.2575510000
4,50.8651123333,-0.0919468333,71.8000000000,3.1250000000,-5.0625000000,0.0000000000,image17.jpg,3403.9665090000
4,50.8651123333,-0.0919468333,71.8000000000,3.1250000000,-5.0625000000,0.0000000000,image18.jpg,3604.0217170000
4,50.8651123333,-0.0919468333,71.8000000000,3.1250000000,-5.0625000000,0.0000000000,image19.jpg,3804.1082800000
4,50.8651123333,-0.0919468333,71.8000000000,3.1250000000,-5.0625000000,0.0000000000,image20.jpg,4003.5197900000
4,50.8651123333,-0.0919468333,71.7000000000,3.1250000000,-5.0625000000,0.0000000000,image21.jpg,4203.1455710000
4,50.8651123333,-0.0919466667,71.7000000000,3.1250000000,-5.0625000000,0.0000000000,image22.jpg,4403.2429150000
4,50.8651123333,-0.0919468333,71.7000000000,3.1250000000,-5.0625000000,0.0000000000,image23.jpg,4603.9780710000
4,50.8651123333,-0.0919468333,71.8000000000,3.1250000000,-5.0625000000,0.0000000000,image24.jpg,4804.5184880000
4,50.8651123333,-0.0919468333,71.7000000000,3.1250000000,-5.0625000000,0.0000000000,image25.jpg,5003.4879150000
