speed,steering angle,gps quality,lat,lon,altitude,roll,pitch,yaw,image name,timestamp
0.0000000000,1.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image0.jpg,95.1413020000
0.0313725509,0.0000000000,nan,nan,nan,nan,-0.9375000000,-5.3125000000,359.9375000000,image1.jpg,161.5085940000
0.0313725509,0.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image2.jpg,226.8056770000
0.0470588244,1.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image3.jpg,359.4623960000
0.0470588244,0.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image4.jpg,427.0307290000
-0.0078431377,1.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image5.jpg,559.2881250000
0.0313725509,0.0000000000,5,50.8680371667,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image6.jpg,627.5493750000
0.0313725509,0.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image7.jpg,759.3466670000
0.0392156877,2.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image8.jpg,828.3311980000
0.0549019612,0.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image9.jpg,963.7801560000
0.0235294122,0.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image10.jpg,1027.8408330000
0.0470588244,0.0000000000,5,50.8680371667,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image11.jpg,1159.7909370000
0.1333333403,0.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image12.jpg,1230.2926040000
0.0941176489,0.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image13.jpg,1359.8281250000
0.1333333403,0.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image14.jpg,1427.0770310000
0.2117647082,1.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.9375000000,-5.3125000000,359.9375000000,image15.jpg,1558.0437500000
0.2039215714,0.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.8125000000,-5.3125000000,359.9375000000,image16.jpg,1627.3857810000
0.2823529541,1.0000000000,5,50.8680373333,-0.0982243333,68.0000000000,-0.3750000000,-5.3125000000,359.8125000000,image17.jpg,1758.7076040000
0.3529411852,0.0000000000,5,50.8680371667,-0.0982243333,68.0000000000,0.1875000000,-5.3750000000,359.8750000000,image18.jpg,1826.8609890000
0.3529411852,0.0000000000,5,50.8680371667,-0.0982243333,68.0000000000,1.0625000000,-5.5625000000,359.6250000000,image19.jpg,1958.5144270000
0.3607843220,2.0000000000,5,50.8680370000,-0.0982243333,68.0000000000,1.5000000000,-5.6875000000,359.6875000000,image20.jpg,2027.7904160000
0.3764705956,0.0000000000,5,50.8680370000,-0.0982245000,68.0000000000,2.6875000000,-6.2500000000,0.0000000000,image21.jpg,2163.4792180000
0.3843137324,0.0000000000,5,50.8680368333,-0.0982245000,68.0000000000,2.8750000000,-6.2500000000,359.9375000000,image22.jpg,2228.0703120000
0.3529411852,-2.0000000000,5,50.8680366667,-0.0982245000,68.0000000000,3.5625000000,-6.5625000000,0.0625000000,image23.jpg,2363.5655720000
0.4000000060,-2.0000000000,5,50.8680365000,-0.0982246667,68.0000000000,4.1875000000,-6.8750000000,359.9375000000,image24.jpg,2428.4741140000
0.3764705956,-1.0000000000,5,50.8680363333,-0.0982248333,68.0000000000,5.7500000000,-7.0000000000,359.5000000000,image25.jpg,2563.7951550000
0.4313725531,1.0000000000,5,50.8680361667,-0.0982248333,68.0000000000,5.8750000000,-6.6875000000,359.1875000000,image26.jpg,2628.1514580000
0.4235294163,10.0000000000,5,50.8680360000,-0.0982250000,68.0000000000,4.1875000000,-6.1250000000,358.3125000000,image27.jpg,2763.6061970000
0.3294117749,18.0000000000,5,50.8680358333,-0.0982251667,68.0000000000,2.6875000000,-5.8750000000,358.3125000000,image28.jpg,2828.3928640000
0.4078431427,27.0000000000,5,50.8680355000,-0.0982256667,68.0000000000,2.1875000000,-6.2500000000,359.5000000000,image29.jpg,2963.5821340000
0.4078431427,27.0000000000,5,50.8680351667,-0.0982258333,68.0000000000,1.8125000000,-6.3750000000,0.0625000000,image30.jpg,3027.8649470000
0.4392156899,23.0000000000,5,50.8680350000,-0.0982261667,68.0000000000,3.0625000000,-6.7500000000,1.5000000000,image31.jpg,3163.6020820000
0.4627451003,22.0000000000,5,50.8680346667,-0.0982265000,68.0000000000,3.2500000000,-6.1250000000,2.0625000000,image32.jpg,3227.9627070000
0.4156862795,16.0000000000,5,50.8680343333,-0.0982268333,68.0000000000,4.9375000000,-5.5625000000,3.8125000000,image33.jpg,3363.6212490000
0.4156862795,17.0000000000,5,50.8680341667,-0.0982270000,68.0000000000,5.5625000000,-4.8125000000,4.3125000000,image34.jpg,3427.4974470000
0.3607843220,22.0000000000,5,50.8680340000,-0.0982271667,68.0000000000,6.0625000000,-4.0625000000,5.0625000000,image35.jpg,3563.5770300000
0.4156862795,25.0000000000,5,50.8680338333,-0.0982271667,68.0000000000,6.5000000000,-4.3125000000,5.3125000000,image36.jpg,3632.2322900000
0.4392156899,24.0000000000,5,50.8680336667,-0.0982273333,68.0000000000,7.6250000000,-4.8750000000,5.6250000000,image37.jpg,3764.9944780000
0.5254902244,23.0000000000,5,50.8680335000,-0.0982275000,68.0000000000,8.5000000000,-4.6875000000,6.1875000000,image38.jpg,3831.4267170000
0.4705882370,23.0000000000,5,50.8680330000,-0.0982276667,68.0000000000,10.1875000000,-4.8750000000,6.8125000000,image39.jpg,3967.2133320000
0.4156862795,16.0000000000,5,50.8680326667,-0.0982280000,68.0000000000,9.9375000000,-5.1875000000,7.2500000000,image40.jpg,4031.3579150000
0.4470588267,13.0000000000,5,50.8680325000,-0.0982283333,68.0000000000,5.6250000000,-4.4375000000,9.5000000000,image41.jpg,4165.0223940000
