gps quality,lat,lon,altitude,roll,pitch,yaw,image name,timestamp
4,50.8651151667,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image0.jpg,2.6906250000
4,50.8651151667,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image1.jpg,201.6103650000
4,50.8651151667,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image2.jpg,401.9732810000
4,50.8651150000,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image3.jpg,602.8314580000
4,50.8651150000,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image4.jpg,802.9643230000
4,50.8651150000,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image5.jpg,1002.8429170000
4,50.8651150000,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image6.jpg,1203.1719790000
4,50.8651150000,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image7.jpg,1402.1325000000
4,50.8651151667,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image8.jpg,1602.2076560000
4,50.8651150000,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image9.jpg,1802.5351560000
4,50.8651150000,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image10.jpg,2003.4565100000
4,50.8651150000,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image11.jpg,2203.5369260000
4,50.8651151667,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image12.jpg,2403.6022390000
4,50.8651150000,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image13.jpg,2603.4090100000
4,50.8651150000,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image14.jpg,2802.6028640000
4,50.8651150000,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image15.jpg,3002.6897910000
4,50.8651150000,-0.0919546667,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image16.jpg,3203.2619260000
4,50.8651150000,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image17.jpg,3403.9226550000
4,50.8651151667,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image18.jpg,3604.0476550000
4,50.8651150000,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image19.jpg,3804.0449990000
4,50.8651150000,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image20.jpg,4003.6215610000
4,50.8651151667,-0.0919548333,71.8000000000,8.3125000000,5.8125000000,0.0000000000,image21.jpg,4203.1272380000
4,50.8651150000,-0.0919548333,71.8000000000,8.4375000000,5.7500000000,0.0000000000,image22.jpg,4403.2136440000
4,50.8651151667,-0.0919548333,71.8000000000,8.5000000000,5.8125000000,359.9375000000,image23.jpg,4603.8447900000
4,50.8651151667,-0.0919548333,71.8000000000,8.4375000000,5.7500000000,0.0000000000,image24.jpg,4803.3615090000
4,50.8651153333,-0.0919546667,71.8000000000,8.4375000000,5.3750000000,359.9375000000,image25.jpg,5003.7945300000
4,50.8651153333,-0.0919546667,71.8000000000,8.3750000000,5.3125000000,359.9375000000,image26.jpg,5203.4953110000
4,50.8651155000,-0.0919545000,71.8000000000,8.3750000000,5.3750000000,359.9375000000,image27.jpg,5403.6376020000
4,50.8651155000,-0.0919545000,71.8000000000,8.2500000000,5.3750000000,359.8750000000,image28.jpg,5603.7171860000
4,50.8651155000,-0.0919545000,71.8000000000,8.1875000000,5.4375000000,359.8125000000,image29.jpg,5803.8538520000
4,50.8651156667,-0.0919545000,71.9000000000,8.1250000000,5.5625000000,359.8125000000,image30.jpg,6004.8483830000
4,50.8651160000,-0.0919548333,71.8000000000,7.9375000000,5.3750000000,359.7500000000,image31.jpg,6205.0176540000
4,50.8651161667,-0.0919546667,71.8000000000,7.8125000000,5.3125000000,359.6250000000,image32.jpg,6405.0357790000
4,50.8651163333,-0.0919546667,71.8000000000,7.8125000000,5.2500000000,359.6875000000,image33.jpg,6605.0426020000
4,50.8651163333,-0.0919546667,71.8000000000,7.5000000000,5.1250000000,359.5625000000,image34.jpg,6804.1130710000
4,50.8651165000,-0.0919546667,71.8000000000,7.0625000000,4.9375000000,359.5000000000,image35.jpg,7004.2922890000
