Frame,Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],GPS quality,UTM zone,fitted x deg 1,Y fitted [mm],Z fitted [mm],GPS fitted heading [degrees],corrected IMU heading [degrees]
821,64164.312111,704082390.5579394,5638870724.343506,84117.11516942605,345.375,-5.625,6.625,1.003921628,2.0,,,704082.3905579395,5638870.724343507,84117.11516942605,-57.025567864902655,-56.85621034805558
822,64240.015027,704082443.4185165,5638870642.865781,84124.15948067849,344.875,-5.375,7.0,1.003921628,1.0,2.0,30U,704082.4434185164,5638870.64286578,84124.15948067849,-57.51159807029762,-56.35621034805558
823,64301.793465,704082486.1945093,5638870575.690919,84130.61253058084,344.4375,-5.5,6.5625,1.003921628,3.0,2.0,30U,704082.4861945092,5638870.575690918,84130.61253058084,-57.00948892867501,-55.91871034805558
824,64379.221277,704082540.479068,5638870492.069716,84137.99225845718,344.0,-5.375,6.875,1.003921628,2.0,2.0,30U,704082.5404790675,5638870.492069713,84137.99225845718,-56.88360661923588,-55.48121034805558
825,64461.023777,704082598.0425421,5638870403.822722,84145.74368696829,343.125,-5.1875,6.875,1.003921628,2.0,,,704082.5980425416,5638870.403822724,84145.74368696829,-56.396350606636815,-54.60621034805558
826,64573.423777,704082678.0162402,5638870283.469261,84155.57658453485,342.75,-5.4375,7.0625,1.003921628,2.0,2.0,30U,704082.6780162402,5638870.283469263,84155.57658453485,-57.412883445927605,-54.23121034805558
827,64635.036017,704082721.000912,5638870216.222696,84162.26876629166,342.75,-5.875,6.625,1.003921628,2.0,,,704082.721000912,5638870.216222695,84162.26876629166,-57.1360381193665,-54.23121034805558
828,64702.114506,704082768.0957549,5638870143.324651,84169.35768606617,342.625,-5.9375,6.75,1.003921628,2.0,2.0,30U,704082.7680957544,5638870.143324655,84169.35768606617,-57.00123837678933,-54.10621034805558
829,64773.428569,704082818.4092635,5638870065.844979,84176.66238148682,342.3125,-5.6875,6.625,1.003921628,3.0,2.0,30U,704082.8184092637,5638870.065844978,84176.66238148682,-57.038440252503165,-53.79371034805558
830,64837.04336,704082863.2414938,5638869996.707894,84183.44945069704,342.125,-5.5625,6.8125,1.003921628,4.0,,,704082.863241494,5638869.996707893,84183.44945069704,-56.89784665012553,-53.60621034805558
831,64900.950027,704082908.4496541,5638869927.364415,84190.22352486792,341.75,-6.25,6.125,1.003921628,5.0,2.0,30U,704082.9084496539,5638869.927364413,84190.22352486794,-56.733469431709125,-53.23121034805558
832,64965.938673,704082954.6171805,5638869856.991522,84197.04129717858,341.625,-6.25,6.0625,0.9960784316,5.0,,,704082.9546171804,5638869.85699152,84197.04129717858,-56.434164078282606,-53.10621034805558
833,65036.875756,704083005.3716906,5638869780.50093,84204.21897508182,341.375,-6.625,6.0625,1.003921628,5.0,2.0,30U,704083.0053716905,5638869.78050093,84204.21897508182,-56.279362045342566,-52.85621034805558
834,65103.792631,704083053.4811126,5638869708.420152,84210.98881078737,341.25,-6.5,6.375,1.003921628,4.0,2.0,30U,704083.0534811129,5638869.708420154,84210.98881078737,-56.07088619526553,-52.73121034805558
835,65178.198516,704083107.2552303,5638869628.483601,84218.28955414164,341.4375,-6.0,6.0625,1.003921628,5.0,2.0,30U,704083.1072552298,5638869.628483596,84218.28955414164,-56.27878525881312,-52.91871034805558
836,65236.982735,704083149.6144962,5638869565.019478,84224.51475865621,341.625,-6.125,6.3125,1.003921628,5.0,,,704083.1496144965,5638869.565019474,84224.51475865621,-55.9568461693928,-53.10621034805558
837,65301.585912,704083196.4975691,5638869495.625259,84230.92954845451,341.6875,-5.8125,6.3125,1.003921628,4.0,2.0,30U,704083.1964975687,5638869.49562526,84230.92954845451,-55.86200832926852,-53.16871034805558
838,65364.64487,704083242.4233038,5638869427.890028,84237.19364800309,341.9375,-5.6875,6.125,1.003921628,6.0,,,704083.2424233037,5638869.427890023,84237.19364800309,-55.59345008805076,-53.41871034805558
839,65436.889923,704083295.3676819,5638869350.585669,84244.06771281254,342.3125,-5.9375,6.1875,1.003921628,7.0,2.0,30U,704083.2953676822,5638869.350585667,84244.06771281254,-55.54686806880636,-53.79371034805558
840,65504.603985,704083345.1088883,5638869278.084786,84250.56156754232,342.5,-5.375,6.6875,1.003921628,7.0,2.0,30U,704083.3451088881,5638869.278084785,84250.56156754232,-55.44752875821257,-53.98121034805558
841,65570.857214,704083393.9448638,5638869207.167217,84257.03576970479,342.8125,-5.25,6.3125,1.003921628,7.0,,,704083.3939448643,5638869.207167219,84257.03576970479,-55.24672524189805,-54.29371034805558
842,65638.097891,704083443.7570834,5638869135.371965,84263.35643304666,343.0,-5.25,6.1875,1.003921628,6.0,2.0,30U,704083.4437570834,5638869.135371964,84263.35643304668,-55.11865737255539,-54.48121034805558
843,65702.281589,704083491.556806,5638869066.8051,84269.4249160311,343.5,-4.875,6.5625,1.003921628,7.0,2.0,30U,704083.4915568058,5638869.066805098,84269.4249160311,-54.85471765913599,-54.98121034805558
844,65771.833256,704083543.6746134,5638868992.773403,84275.84451169551,343.8125,-4.9375,6.9375,1.003921628,6.0,2.0,30U,704083.543674613,5638868.9927734,84275.84451169553,-54.64976038823761,-55.29371034805558
845,65838.749037,704083594.0149462,5638868921.807225,84281.8473669707,344.1875,-5.4375,7.0,1.003921628,5.0,,,704083.5940149461,5638868.921807224,84281.8473669707,-54.51087968436735,-55.66871034805558
846,65893.732058,704083635.62549,5638868863.447959,84286.78618758837,344.5,-4.9375,6.5625,1.003921628,3.0,2.0,30U,704083.63562549,5638868.863447956,84286.78618758837,-54.196801419973895,-55.98121034805558
847,65971.65336,704083694.7593633,5638868781.466464,84292.92816777159,345.0625,-5.5,6.875,1.003921628,1.0,2.0,30U,704083.6947593632,5638868.781466465,84292.92816777159,-53.88562690196801,-56.54371034805558
848,66040.788776,704083747.6707004,5638868708.945131,84298.32051407633,345.5,-5.5,6.75,1.003921628,0.0,,,704083.7476707008,5638868.708945132,84298.32051407633,-53.65911111971394,-56.98121034805558
849,66109.610026,704083800.6112125,5638868636.98305,84303.49453502242,345.375,-5.5,6.9375,1.003921628,0.0,2.0,30U,704083.8006112126,5638868.636983051,84303.49453502242,-53.50496925491143,-56.85621034805558
850,66195.570547,704083866.7997843,5638868547.5181,84309.27931382545,344.5625,-5.6875,6.875,1.003921628,0.0,2.0,30U,704083.8667997844,5638868.547518103,84309.27931382545,-53.38251201252416,-56.04371034805558
851,66310.193568,704083955.0786763,5638868428.726239,84316.3184878511,343.125,-5.5625,6.625,1.003921628,0.0,2.0,30U,704083.9550786761,5638868.428726241,84316.3184878511,-52.85064815306498,-54.60621034805558
852,66369.268203,704084001.3664759,5638868367.63225,84320.37046280246,342.3125,-5.8125,6.0,1.003921628,0.0,,,704084.0013664761,5638868.367632249,84320.37046280246,-52.78686842688694,-53.79371034805558
853,66434.956328,704084052.8460212,5638868299.842718,84324.59138044632,341.5,-6.0625,6.9375,1.003921628,0.0,2.0,30U,704084.052846021,5638868.299842721,84324.59138044632,-52.6648825221622,-52.98121034805558
854,66504.768724,704084107.7135875,5638868227.910252,84328.94836813603,340.875,-6.125,7.125,1.003921628,0.0,2.0,30U,704084.1077135873,5638868.227910249,84328.94836813603,-52.468154205037024,-52.35621034805558
855,66569.21638,704084158.6227179,5638868161.640475,84332.99339891743,340.125,-5.8125,6.1875,1.003921628,0.0,,,704084.158622718,5638868.161640476,84332.99339891743,-52.41632632034128,-51.60621034805558
856,66641.857005,704084215.9908867,5638868087.102468,84337.27712273243,339.6875,-5.5625,6.0,1.003921628,0.0,5.0,30U,704084.2159908864,5638868.087102464,84337.27712273243,-52.125202414227886,-51.16871034805558
857,66702.32362,704084264.1880358,5638868025.134285,84340.81437843606,339.6875,-5.75,6.5625,1.003921628,2.0,5.0,30U,704084.2641880356,5638868.025134286,84340.81437843604,-52.24489868478594,-51.16871034805558
858,66770.29461,704084318.1677395,5638867955.431352,84344.6479156863,338.875,-5.25,6.75,1.003921628,1.0,,,704084.3181677397,5638867.955431353,84344.6479156863,-52.12266112052822,-50.35621034805558
859,66841.028255,704084374.4828504,5638867883.032353,84348.42949062258,338.5625,-5.6875,6.0,1.003921628,2.0,5.0,30U,704084.3744828508,5638867.883032352,84348.42949062258,-51.91731588508003,-50.04371034805558
860,66905.850026,704084426.4239998,5638867816.748105,84351.82589316223,338.4375,-5.9375,4.9375,1.003921628,5.0,2.0,30U,704084.4264239997,5638867.816748103,84351.82589316223,-51.84755651437018,-49.91871034805558
861,66971.716901,704084479.1650635,5638867749.611577,84355.25519396173,338.0,-5.0,5.625,1.003921628,3.0,2.0,30U,704084.4791650634,5638867.749611577,84355.25519396174,-51.80908112376397,-49.48121034805558
862,67043.571693,704084536.6457549,5638867676.542819,84358.77442350618,338.0,-4.9375,6.0625,1.003921628,3.0,,,704084.5366457554,5638867.67654282,84358.77442350618,-51.338610099701896,-49.48121034805558
863,67099.778932,704084582.2004128,5638867619.602718,84361.64603438038,338.0,-4.6875,5.625,1.003921628,4.0,2.0,30U,704084.5822004126,5638867.61960272,84361.64603438038,-51.6004769511834,-49.48121034805558
864,67172.289141,704084640.3588418,5638867546.223788,84364.88110576666,338.0,-4.5,5.375,1.003921628,5.0,2.0,30U,704084.640358842,5638867.546223789,84364.88110576666,-51.4668570722464,-49.48121034805558
865,67242.400807,704084696.7549268,5638867475.408314,84367.99760179415,337.875,-4.25,5.625,1.003921628,3.0,,,704084.6967549266,5638867.475408315,84367.99760179415,-51.29439171637682,-49.35621034805558
866,67310.058672,704084751.3834282,5638867407.234473,84370.94263593007,337.6875,-4.3125,5.6875,1.003921628,4.0,2.0,30U,704084.7513834282,5638867.407234475,84370.94263593007,-50.96716246195808,-49.16871034805558
867,67367.634766,704084798.2165467,5638867349.468115,84373.22748839759,337.8125,-3.8125,5.4375,1.003921628,3.0,,,704084.7982165464,5638867.349468116,84373.22748839759,-51.29189748339263,-49.29371034805558
868,67443.809713,704084859.5717111,5638867272.906544,84375.90529611064,337.5625,-3.9375,5.75,1.003921628,4.0,2.0,30U,704084.8595717108,5638867.272906543,84375.90529611064,-51.023568917805335,-49.04371034805558
869,67506.25914,704084910.3219962,5638867210.18242,84378.18692630308,337.8125,-3.5625,5.3125,1.003921628,4.0,2.0,30U,704084.9103219967,5638867.21018242,84378.18692630308,-51.03466856972693,-49.29371034805558
870,67569.509557,704084961.6152542,5638867146.762097,84380.32556867016,337.6875,-3.3125,5.6875,1.003921628,7.0,,,704084.961615254,5638867.146762097,84380.32556867016,-51.18240452731669,-49.16871034805558
871,67643.401953,704085021.2315352,5638867072.661008,84382.55006426157,337.8125,-3.375,5.4375,1.003921628,8.0,2.0,30U,704085.0212315354,5638867.072661009,84382.55006426157,-51.00195804325119,-49.29371034805558
872,67708.171953,704085073.8270447,5638867007.706426,84384.59201133647,338.75,-3.25,5.875,1.003921628,7.0,2.0,30U,704085.0738270447,5638867.007706425,84384.59201133647,-50.86022155033163,-50.23121034805558
873,67769.228047,704085123.5507016,5638866946.608197,84386.41750854289,338.6875,-3.3125,6.125,1.003921628,8.0,,,704085.1235507018,5638866.946608196,84386.41750854289,-51.036803331962176,-50.16871034805558
874,67839.635911,704085180.5155486,5638866876.170008,84388.23449343213,339.375,-3.625,6.375,1.003921628,7.0,2.0,30U,704085.1805155486,5638866.876170005,84388.23449343213,-50.88039385587905,-50.85621034805558
875,67902.54539,704085231.6856959,5638866813.249157,84389.80367330388,339.6875,-3.625,6.6875,1.003921628,8.0,2.0,30U,704085.2316856956,5638866.813249157,84389.80367330388,-50.94664444646918,-51.16871034805558
876,67971.257422,704085287.3972468,5638866744.581968,84391.34714035573,340.6875,-4.1875,6.6875,1.003921628,6.0,2.0,30U,704085.2873972466,5638866.744581967,84391.34714035573,-50.88991028990387,-52.16871034805558
877,68042.049817,704085344.7812871,5638866673.996321,84392.82890329619,341.5625,-4.0625,6.5,1.003921628,6.0,,,704085.3447812864,5638866.673996322,84392.82890329619,-50.70140216442678,-53.04371034805558
878,68105.033515,704085396.014719,5638866611.398171,84393.91721997883,341.5625,-3.5625,6.8125,1.003921628,6.0,2.0,30U,704085.396014719,5638866.6113981735,84393.91721997883,-50.66421911544694,-53.04371034805558
879,68170.042057,704085448.8652924,5638866546.909598,84395.07079580377,341.8125,-4.3125,7.3125,1.003921628,4.0,,,704085.4488652921,5638866.5469096,84395.07079580375,-50.73685543596696,-53.29371034805558
880,68237.721901,704085503.6813517,5638866479.849504,84395.87852872268,341.875,-4.1875,7.0,1.003921628,4.0,2.0,30U,704085.5036813513,5638866.4798495,84395.87852872265,-50.6954302583498,-53.35621034805558
881,68305.423828,704085558.550199,5638866412.823772,84396.67590403918,341.875,-4.625,7.0,1.003921628,4.0,2.0,30U,704085.558550199,5638866.412823775,84396.67590403918,-50.62089624421981,-53.35621034805558
882,68371.363515,704085612.0234904,5638866347.675895,84397.26877625631,341.5,-4.9375,6.75,1.003921628,6.0,,,704085.6120234906,5638866.347675896,84397.26877625631,-50.58638181655766,-52.98121034805558
883,68435.475651,704085663.931424,5638866284.512759,84397.52271132702,342.0625,-4.625,6.9375,1.003921628,4.0,2.0,30U,704085.663931424,5638866.284512758,84397.52271132702,-51.12121068180341,-53.54371034805558
884,68531.857994,704085740.7736564,5638866189.208965,84397.31287986087,341.3125,-4.4375,7.0625,1.003921628,4.0,2.0,30U,704085.7407736563,5638866.189208965,84397.31287986087,-51.266796966694926,-52.79371034805558
885,68641.803411,704085827.9643337,5638866080.506366,84396.63749836532,341.625,-4.6875,6.375,1.003921628,6.0,2.0,30U,704085.8279643332,5638866.080506366,84396.63749836532,-50.71351973498173,-53.10621034805558
886,68713.437786,704085885.6469342,5638866009.99806,84396.0994610548,341.875,-4.5,6.6875,1.003921628,6.0,2.0,30U,704085.8856469343,5638866.009998061,84396.0994610548,-50.43194553332967,-53.35621034805558
887,68772.470807,704085933.5970716,5638865951.970461,84395.58780792943,342.0,-5.0,6.8125,1.003921628,5.0,,,704085.9335970716,5638865.951970458,84395.58780792942,-50.639311554847495,-53.48121034805558
888,68836.977057,704085985.5804442,5638865888.596265,84394.64663161695,341.9375,-4.0625,6.875,1.003921628,7.0,2.0,30U,704085.9855804442,5638865.888596262,84394.64663161695,-50.86113252652649,-53.41871034805558
889,68908.98513,704086043.201282,5638865817.792027,84393.12808579054,341.875,-4.5625,6.4375,1.003921628,5.0,2.0,30U,704086.0432012819,5638865.817792027,84393.12808579054,-50.629921378685765,-53.35621034805558
890,68969.801796,704086092.0886056,5638865758.212217,84391.4674408162,342.3125,-4.25,6.625,1.003921628,5.0,,,704086.0920886055,5638865.758212216,84391.4674408162,-51.34553587159911,-53.79371034805558
891,69068.949765,704086169.9994282,5638865660.805066,84388.54461719588,342.625,-4.4375,6.5625,1.003921628,6.0,2.0,30U,704086.1699994281,5638865.660805064,84388.54461719588,-51.36709626536776,-54.10621034805558
892,69173.355077,704086251.9020029,5638865558.328235,84385.14197836455,342.9375,-4.5,6.625,1.003921628,5.0,2.0,30U,704086.2519020034,5638865.558328236,84385.14197836455,-50.79573810548521,-54.41871034805558
893,69242.056015,704086306.3921077,5638865491.526914,84382.47309729521,342.9375,-4.5625,7.0,1.003921628,5.0,,,704086.3063921074,5638865.491526913,84382.47309729521,-50.69106341665929,-54.41871034805558
894,69304.906796,704086356.2856456,5638865430.588314,84379.69282223226,342.75,-4.0625,7.25,1.003921628,7.0,2.0,30U,704086.3562856452,5638865.430588316,84379.69282223226,-50.98392409870962,-54.23121034805558
895,69378.495963,704086414.1887985,5638865359.124887,84376.53385641366,342.5625,-4.625,6.5625,1.003921628,6.0,2.0,30U,704086.4141887985,5638865.359124884,84376.53385641366,-50.816771528522736,-54.04371034805558
896,69443.100494,704086465.0384824,5638865296.739736,84373.75274346875,343.0,-4.5,6.625,1.003921628,6.0,,,704086.4650384823,5638865.296739737,84373.75274346875,-51.33538006514999,-54.48121034805558
897,69531.374348,704086533.6321212,5638865211.012447,84369.73524406551,343.1875,-4.8125,7.1875,1.003921628,7.0,2.0,30U,704086.5336321215,5638865.211012447,84369.73524406551,-51.63415998622514,-54.66871034805558
898,69638.000963,704086615.8424214,5638865107.16173,84364.72356212056,344.9375,-4.8125,7.1875,1.003921628,7.0,5.0,30U,704086.615842421,5638865.1071617305,84364.72356212055,-51.22153347209365,-56.41871034805558
899,69706.372056,704086668.9003961,5638865041.120106,84361.03501452715,345.3125,-4.5,7.0625,1.003921628,7.0,5.0,30U,704086.6689003961,5638865.041120107,84361.03501452715,-51.478050871954906,-56.79371034805558
900,69778.895442,704086724.7084942,5638864971.014856,84356.99041380381,345.9375,-4.25,7.1875,1.003921628,8.0,5.0,30U,704086.7247084941,5638864.971014855,84356.99041380381,-51.82259219097733,-57.41871034805558
901,69865.36065,704086790.6423723,5638864887.159821,84352.25834648202,346.375,-4.4375,6.875,1.003921628,8.0,,,704086.7906423727,5638864.887159824,84352.25834648202,-52.17220039133474,-57.85621034805558
902,69980.141379,704086877.5408218,5638864775.243189,84345.80009055823,347.5625,-4.0625,6.75,1.003921628,4.0,2.0,30U,704086.8775408218,5638864.775243186,84345.80009055823,-51.71884086656445,-59.04371034805558
903,70037.158619,704086920.6694332,5638864720.595957,84342.05968865994,347.875,-3.8125,6.5,1.003921628,4.0,,,704086.9206694328,5638864.720595957,84342.05968865994,-52.09242079904641,-59.35621034805558
904,70106.306327,704086972.6633872,5638864653.825007,84337.47807536778,348.0,-4.25,6.625,1.003921628,3.0,2.0,30U,704086.9726633871,5638864.6538250055,84337.47807536778,-52.25785163487416,-59.48121034805558
905,70176.197473,704087024.8627605,5638864586.389491,84333.0397786903,347.9375,-3.8125,7.0625,1.003921628,2.0,2.0,30U,704087.0248627604,5638864.586389492,84333.0397786903,-52.574025221434,-59.41871034805558
906,70269.94466,704087094.503467,5638864495.388759,84327.16624295925,347.5625,-4.125,7.6875,1.003921628,2.0,,,704087.0945034672,5638864.495388759,84327.16624295925,-52.78572064689604,-59.04371034805558
907,70379.988775,704087175.9531323,5638864388.138302,84320.03178036134,346.625,-5.3125,7.0625,1.003921628,2.0,2.0,30U,704087.1759531323,5638864.388138302,84320.03178036134,-52.64145161341549,-58.10621034805558
908,70440.909139,704087220.5774238,5638864329.684557,84315.8202837472,346.375,-5.0625,7.6875,1.003921628,1.0,,,704087.220577424,5638864.329684555,84315.8202837472,-52.81519225664295,-57.85621034805558
909,70508.584712,704087270.0356442,5638864264.489867,84310.98349782177,346.25,-5.1875,7.875,1.003921628,3.0,2.0,30U,704087.270035644,5638864.264489868,84310.98349782177,-53.05363542296931,-57.73121034805558
910,70576.144556,704087319.117733,5638864199.228718,84306.12156047557,345.625,-5.0625,7.6875,1.003921628,2.0,2.0,30U,704087.3191177326,5638864.199228718,84306.12156047557,-53.21220411720219,-57.10621034805558
911,70641.691379,704087366.4479542,5638864135.933007,84301.30770726902,344.875,-4.5,7.625,1.003921628,3.0,,,704087.3664479542,5638864.1359330015,84301.30770726902,-53.3270383961995,-56.35621034805558
912,70707.064035,704087413.5020678,5638864072.742855,84296.24786308213,344.3125,-4.875,7.875,1.003921628,3.0,2.0,30U,704087.4135020678,5638864.072742853,84296.24786308213,-53.52591401480947,-55.79371034805558
913,70799.501639,704087480.2152493,5638863982.499831,84289.24548283989,343.4375,-5.125,8.0625,1.003921628,3.0,2.0,30U,704087.4802152494,5638863.98249983,84289.24548283989,-53.74218304893526,-54.91871034805558
914,70869.828566,704087530.4083034,5638863914.064727,84283.80344212164,342.6875,-5.1875,7.0625,1.003921628,5.0,,,704087.5304083033,5638863.914064724,84283.80344212164,-53.84524638671064,-54.16871034805558
915,70974.173306,704087605.3283087,5638863811.529719,84275.7363323509,343.375,-5.0625,7.9375,1.003921628,5.0,2.0,30U,704087.6053283083,5638863.81152972,84275.7363323509,-54.0307756037638,-54.85621034805558
916,71047.41565,704087657.3368589,5638863739.865176,84269.70268437732,343.5625,-4.8125,8.625,1.003921628,6.0,,,704087.6573368591,5638863.739865174,84269.70268437732,-54.22070962681119,-55.04371034805558
917,71104.972993,704087697.781378,5638863683.744719,84264.62846942054,343.75,-4.875,8.375,1.003921628,8.0,2.0,30U,704087.6977813785,5638863.68374472,84264.62846942052,-54.21075177989604,-55.23121034805558
918,71202.801899,704087767.3724917,5638863587.216088,84256.45645268963,343.4375,-4.0625,8.4375,1.003921628,6.0,2.0,30U,704087.7673724915,5638863.587216088,84256.45645268964,-54.40006443944896,-54.91871034805558
919,71265.225597,704087811.2454755,5638863525.934807,84250.54980384774,344.125,-4.75,8.5,1.003921628,6.0,,,704087.8112454751,5638863.525934807,84250.54980384774,-54.35475689010877,-55.60621034805558
920,71378.300754,704087891.6137025,5638863413.864722,84240.59102782953,344.5625,-4.0625,7.6875,1.003921628,5.0,2.0,30U,704087.8916137028,5638863.413864725,84240.59102782953,-54.61371714708224,-56.04371034805558
921,71444.770337,704087938.065333,5638863348.467778,84233.5650804356,345.375,-3.5,8.0625,1.003921628,5.0,,,704087.9380653326,5638863.34846778,84233.5650804356,-54.71389476670964,-56.85621034805558
922,71510.891014,704087984.1940204,5638863283.284386,84226.40706379317,345.8125,-3.5625,8.3125,1.003921628,4.0,2.0,30U,704087.9841940204,5638863.283284386,84226.40706379317,-54.6062537035578,-57.29371034805558
923,71575.39367,704088029.2943119,5638863219.807438,84218.94398461828,345.9375,-3.1875,8.0625,1.003921628,6.0,5.0,30U,704088.029294312,5638863.219807439,84218.94398461826,-54.651644043690624,-57.41871034805558
924,71642.298878,704088075.9846761,5638863153.982136,84211.0512154458,345.875,-3.0625,7.4375,1.003921628,4.0,,,704088.0759846764,5638863.15398214,84211.0512154458,-54.73493377850815,-57.35621034805558
925,71711.830858,704088124.491439,5638863085.384939,84202.75548668251,345.9375,-3.6875,7.25,1.003921628,5.0,5.0,30U,704088.1244914389,5638863.085384937,84202.75548668251,-54.6919721097405,-57.41871034805558
926,71776.166378,704088169.3811111,5638863022.00381,84194.6389726353,346.0625,-3.375,7.1875,1.003921628,5.0,2.0,30U,704088.1693811108,5638863.022003812,84194.6389726353,-54.624812009886114,-57.54371034805558
927,71843.127264,704088216.2051897,5638862956.055465,84186.0357389425,346.0,-3.5,6.875,1.003921628,6.0,,,704088.2162051894,5638862.956055469,84186.0357389425,-54.79133337854648,-57.48121034805558
928,71933.353462,704088279.4049317,5638862866.492887,84175.31093200398,346.0,-3.25,7.3125,1.003921628,5.0,2.0,30U,704088.2794049318,5638862.866492887,84175.31093200398,-54.86259771188003,-57.48121034805558
929,72046.759868,704088358.9807196,5638862753.424963,84162.29523627837,346.125,-3.0625,6.625,1.003921628,5.0,2.0,30U,704088.3589807197,5638862.753424961,84162.29523627837,-54.73074583115795,-57.60621034805558
930,72110.944607,704088403.8453835,5638862689.9881735,84153.24744112544,346.1875,-2.9375,6.375,1.003921628,5.0,2.0,30U,704088.403845383,5638862.689988172,84153.24744112544,-54.84447968940435,-57.66871034805558
931,72179.319555,704088451.4946283,5638862622.32961,84143.72348820837,346.625,-2.6875,6.125,1.003921628,5.0,2.0,30U,704088.4514946283,5638862.622329611,84143.72348820837,-54.82332642730336,-58.10621034805558
932,72247.623722,704088499.1198835,5638862554.758119,84134.1322750516,346.875,-2.75,6.5,1.003921628,8.0,,,704088.4991198835,5638862.554758121,84134.1322750516,-54.94549986104579,-58.35621034805558
933,72308.673566,704088541.5187304,5638862494.328713,84125.2352991492,346.6875,-3.0,5.6875,1.003921628,9.0,2.0,30U,704088.5415187303,5638862.494328714,84125.2352991492,-55.00504470097087,-58.16871034805558
934,72372.123409,704088585.6130223,5638862431.343734,84115.97737994985,347.25,-3.125,5.5625,1.003921628,9.0,2.0,30U,704088.5856130226,5638862.431343736,84115.97737994985,-54.98858703078741,-58.73121034805558
935,72441.940284,704088634.3767525,5638862361.731426,84106.24799607228,347.75,-3.75,5.25,1.003921628,8.0,,,704088.6343767528,5638862.361731429,84106.24799607228,-55.17592365004589,-59.23121034805558
936,72511.057159,704088682.4510574,5638862292.623555,84096.60997339529,348.875,-3.75,5.875,1.003921628,7.0,2.0,30U,704088.6824510569,5638862.292623554,84096.60997339529,-55.09079482076527,-60.35621034805558
937,72573.636899,704088726.1872941,5638862229.95059,84087.57681914428,349.5625,-3.5625,5.8125,1.003921628,4.0,5.0,30U,704088.726187294,5638862.229950589,84087.57681914428,-55.2452952318726,-61.04371034805558
938,72646.745961,704088777.283329,5638862156.308871,84077.74816168941,350.375,-3.5625,5.5625,1.003921628,2.0,,,704088.7772833288,5638862.156308872,84077.74816168941,-55.32735232074742,-61.85621034805558
939,72709.892211,704088821.3405453,5638862092.617224,84068.77450938967,350.375,-3.3125,5.8125,1.003921628,0.0,5.0,30U,704088.8213405448,5638862.092617228,84068.77450938967,-55.40125279150493,-61.85621034805558
940,72780.400128,704088870.6488703,5638862021.137396,84059.49855835621,349.875,-2.875,5.375,1.003921628,1.0,5.0,30U,704088.8706488699,5638862.021137398,84059.49855835621,-55.288905995502034,-61.35621034805558
941,72847.402472,704088917.82091,5638861953.040496,84050.87789274652,349.9375,-2.9375,5.3125,1.003921628,-2.0,,,704088.9178209098,5638861.953040496,84050.87789274652,-55.4413491293659,-61.41871034805558
942,72909.54143,704088961.3881416,5638861889.788587,84042.68570762136,349.75,-2.75,5.1875,1.003921628,-2.0,5.0,30U,704088.961388142,5638861.889788587,84042.68570762136,-55.577744020125294,-61.23121034805558
943,72979.085701,704089010.1627749,5638861818.614352,84034.11359320774,349.25,-2.75,5.3125,1.003921628,-2.0,2.0,30U,704089.0101627748,5638861.818614355,84034.11359320774,-55.47962887525915,-60.73121034805558
944,73043.591222,704089055.7321838,5638861752.360931,84026.27053464968,348.8125,-2.875,5.4375,1.003921628,0.0,,,704089.0557321839,5638861.75236093,84026.27053464968,-55.79819141801147,-60.29371034805558
945,73110.793565,704089102.7536647,5638861683.175619,84018.26443724001,347.75,-2.5,5.6875,1.003921628,-2.0,2.0,30U,704089.1027536646,5638861.68317562,84018.26443724001,-55.8975947738013,-59.23121034805558
946,73181.484555,704089152.2742887,5638861610.04058,84010.23757645926,346.6875,-3.0,6.375,1.003921628,-2.0,2.0,30U,704089.1522742886,5638861.610040577,84010.23757645926,-55.68807990971203,-58.16871034805558
947,73242.601638,704089195.6182176,5638861546.529143,84003.53699607747,346.0,-2.625,5.9375,1.003921628,0.0,,,704089.1956182172,5638861.546529141,84003.53699607748,-56.123711853084046,-57.48121034805558
948,73311.773617,704089243.945523,5638861474.546189,83996.23251243362,344.9375,-1.75,6.125,1.003921628,-1.0,2.0,30U,704089.2439455225,5638861.474546191,83996.23251243362,-56.01593842638442,-56.41871034805558
949,73373.251065,704089287.3046912,5638861410.22499,83989.82978480932,344.9375,-2.75,6.1875,1.003921628,-1.0,,,704089.2873046909,5638861.410224992,83989.82978480932,-56.51481966811463,-56.41871034805558
950,73445.988305,704089337.7182665,5638861334.015569,83982.55445383761,344.625,-2.5,5.8125,1.003921628,0.0,2.0,30U,704089.3377182665,5638861.334015567,83982.55445383761,-56.3770255906424,-56.10621034805558
951,73509.204763,704089382.0536001,5638861267.343542,83976.54713802773,343.9375,-2.875,6.1875,1.003921628,2.0,2.0,30U,704089.3820536003,5638861.267343541,83976.54713802773,-56.55029898096063,-55.41871034805558
952,73577.161899,704089429.5174384,5638861195.496544,83970.57716644043,343.875,-2.9375,6.75,1.003921628,1.0,5.0,30U,704089.4295174379,5638861.195496543,83970.57716644043,-56.65971164397058,-55.35621034805558
953,73642.409399,704089475.05093,5638861126.284535,83964.8279072182,343.5625,-2.5625,6.125,1.003921628,2.0,,,704089.4750509299,5638861.126284533,83964.8279072182,-57.3881835017188,-55.04371034805558
